standard_inchi_key	smiles	pathway_results	superclass_results	class_results	is_glycoside	model_version
FUKMCLKFEWEFSC-UHFFFAOYSA-N	CCCCCC1=C(C(O)=O)C(O)=C2C(CCC3=C(O)C4=C(C=C23)C(C)(C)C2=CC(O)=CC(O)=C2C4=O)=C1	Polyketides	Polycyclic aromatic polyketides	Benastatins and derivatives	false	npclassifier.gnps2.org@2026-09-07
FUPCTCUEYKCRGQ-UHFFFAOYSA-N	COC12CC(=O)OC11C(=O)C3=C(O)C4=C5CN(C)C(=O)C5=C(O)C=C4C=C3C(=O)C1(CO2)OC1CC(O)C(O)C(C)O1	Alkaloids|Polyketides	Pseudoalkaloids|Polycyclic aromatic polyketides	Anthraquinones and anthrones|Isoindole alkaloids	true	npclassifier.gnps2.org@2026-09-07
FVCCCELSDGJJMK-QYBUPKPRSA-N	CCCC[C@H]1CCCC[C@@H]([C@H](C2=CC(=C([C@H](CCCC[C@@H](CC3=CC(=C1C(=C3)O)O)C)CCCC)C(=C2)O)O)OC(=O)C)C	Polyketides	Alkylresorcinols	Dialkylresorcinols	false	npclassifier.gnps2.org@2026-09-07
FVJBYOXUZWKLDG-FRECFEOCSA-N	O=C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](C(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC1=CNC=N1)NC(CC(O)CCCCCCC)=O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
FVJVQDXDYPLEPN-XOVCTIIRSA-N	CCCCC[C@@H]1CC(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@H](C(O)C(C)C)C(=O)N[C@@H](CCOC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(O)CO)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
FVQZHQYFGGVUMB-UHFFFAOYSA-N	CCCCCCC(Cl)CCCCC(=O)OC(C)C(=O)O	Fatty acids	Fatty esters	Fatty acid estolides	false	npclassifier.gnps2.org@2026-09-07
FVWPSKYVDXFOTC-CCNIBDGSSA-N	[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2	Polyketides	Alkylresorcinols	Dialkylresorcinols	false	npclassifier.gnps2.org@2026-09-07
FXGOCVGCVFBLCI-JTEBNOBLSA-N	C[C@H]1[C@@]2(O)O[C@H](CC(O)C[C@H](CC/C=C/C=C\CC[C@H](C)OC(C([C@@]3(O)[C@H](C)CC[C@@H](CC(C[C@H](CC/C=C/C=C\CC[C@H](C)OC(C2O)=O)O)O)O3)O)=O)O)CC1	Polyketides	Macrolides	Boromycins	true	npclassifier.gnps2.org@2026-09-07
FXNSTMGRWLTKFF-FVVOUXCPSA-N	CC=C1NC(=O)[C@H](CCC(N)=O)NC(=O)CC(CCCCC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCO)NC(=O)[C@@H]2C[C@@H](O)CN2C1=O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
FXPSZLHFJDHOMI-DHZHZOJOSA-N	COC1=C(/C(=C\N=O)/NC(=C1)C2=CC=CC=N2)SC	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	false	npclassifier.gnps2.org@2026-09-07
FXSSKIYDLXEJOO-MVMWFNCZSA-N	COC1=C(OC)C(O)=C([C@@H]2S[C@@]34C[C@]56O[C@H]5C=C[C@@H](O)[C@@H]6ON3C(=O)[C@@H]2N(C)C4=O)C=C1	Alkaloids|Amino acids and Peptides			false	npclassifier.gnps2.org@2026-09-07
FXTIILIJTTYSLT-WYUUTHIRSA-N	C[C@@H]1C2=C(C3=C(C(=O)C=C(C3=O)C4=CC(=O)C5=C(C4=O)C(=C6[C@H](O[C@@H](CC6=C5O)CC(=O)O)C)O)C(=C2C[C@H](O1)CC(=O)O)O)O	Polyketides	Naphthalenes	Bisnaphthalenes|Naphthoquinones	false	npclassifier.gnps2.org@2026-09-07
FXUAIOOAOAVCGD-WCTZXXKLSA-N	C1C[C@H]([C@@H]2[C@@H]([C@@H](CN2C1)O)O)O	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	false	npclassifier.gnps2.org@2026-09-07
FXZQGOWKPPGNAC-UHFFFAOYSA-N	CC1(C)CCC=C(C2=CC=C(C(O)=O)CC2)C1O	Terpenoids	Sesquiterpenoids	Humulane sesquiterpenoids	false	npclassifier.gnps2.org@2026-09-07
FYBGSKAWXCBCIQ-JRAUAZSASA-N	CCCC[C@@H](C)[C@H](O)[C@H](C)C(=O)C(\C)=C\[C@@H](OC)[C@@H](O)[C@@H](OC)C(=O)N\C=C/C1=CC=C(O)C(Cl)=C1	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
FYBXOYFRJMMAIU-UHFFFAOYSA-N	O=C(C=C1C)CC(C1)C2=CC=CC3=NC4=C(C(O)=O)C=CC=C4N=C32	Alkaloids	Anthranilic acid alkaloids	Phenazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
FYDOORKXBWEKQM-GUQPPTOYSA-N	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O	Polyketides	Polycyclic aromatic polyketides	Tetracyclines	false	npclassifier.gnps2.org@2026-09-07
FYIPKJHNWFVEIR-WMNLMFOASA-N	NC(CO)C(O)CC(O)[C@@H](N)[C@@H](O)[C@H](O)C(=O)NC(CNC(N)=O)C(N)=O	Alkaloids	Peptide alkaloids	Simple amide alkaloids	false	npclassifier.gnps2.org@2026-09-07
FYPSLERIHMOYRN-UHFFFAOYSA-N	OC1=CC(O)=C2C(C=C(O)C(C(C)=O)=C2O)=C1	Polyketides	Naphthalenes	Naphthalenes and derivatives	false	npclassifier.gnps2.org@2026-09-07
FYXHGVMFJYHPFX-ZCFIWIBFSA-N	CN(C)C[C@H]1CN=C(N1OP(=O)(O)OC)N	Alkaloids	Histidine alkaloids	Imidazole alkaloids	false	npclassifier.gnps2.org@2026-09-07
FYZYVTHTMPXJHJ-UOOBVZAFSA-N	[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@]1(C)[C@@]1(C)CC[C@H](O)[C@@](C)(CC\C=C(/C)C(O)=O)[C@]1([H])CC2	Alkaloids|Terpenoids	Tryptophan alkaloids	Indole-Diterpenoid alkaloids (Penitrems)	false	npclassifier.gnps2.org@2026-09-07
FYZZDZVZFRCZJB-MQKWQYMLSA-N	CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C([C@@H](CN)O)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
FZFGBLTUJOOTPO-QRHYNJGYSA-N	C[C@H]1[C@H](C[C@H]2[C@@]1([C@H]3[C@H](C2)[C@H]4C/C=C\C(=O)NCCC(C5C(=O)C(=C(/C=C/[C@@H]4CC3=O)O)C(=O)N5)O)O)C=C	Amino acids and Peptides|Polyketides	Macrolides	Macrocyclic tetramic acids	false	npclassifier.gnps2.org@2026-09-07
FZFYFSUIOSWLHW-OUDMEBJPSA-N	COC(=O)/C(=C/C)/C=C(\C)/C=C(\C)/C=C/C=C(\C)/C(=O)[C@]12OC1[C@](O)(CCO)NC2=O	Alkaloids	Tetramate alkaloids	Simple tetramate alkaloids	false	npclassifier.gnps2.org@2026-09-07
FZKVQDUEWNYBMS-LEGGSXHMSA-N	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@H](C(=O)NC(C(=O)N[C@@H](C(=O)N1)[C@H](C(C)C)O)[C@@H](C2=CC=C(C=C2)O)O)NC(=O)[C@H]([C@@H](C(=O)N)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N)C(=O)N	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
FZLIGQLGBRLYQX-UHFFFAOYSA-N	CC1=CC(=C(C(=C1C(=O)O)O)CC=C(C)C)O	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives|Simple phenolic acids	false	npclassifier.gnps2.org@2026-09-07
FZQYJNCKADYOTN-NNRAPAGZSA-N	C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC/2CC3C(C(CC(O3)(CC(CC(CC(CC(CC(CC(CC(=O)OC(C(/C=C\C=C/C=C\C=C/C=C\C=C/C=C2)C)C(C)CCC(CC(=O)C4=CC=C(C=C4)NC)O)O)O)O)O)O)O)O)O)C(=O)O)O)N)O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O	Polyketides	Macrolides	Polyene macrolides	true	npclassifier.gnps2.org@2026-09-07
FZSRMADKTOBCNT-GKGGMJCISA-N	C[C@]1(O)C2C[C@]3(C1)CCC4C(C)(C)CCC[C@@]4(C)C3CC2	Terpenoids	Diterpenoids	Kaurane and Phyllocladane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
FZSRMADKTOBCNT-OQKWZCIFSA-N	C[C@]12CCCC([C@@H]1CC[C@]34[C@@H]2CCC(C3)[C@](C4)(C)O)(C)C	Terpenoids	Diterpenoids	Kaurane and Phyllocladane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
FZSRMADKTOBCNT-STFDCFIYSA-N	C[C@]12C(CC[C@]3(C[C@]4(O)C)C2CC[C@@H]4C3)C(C)(C)CCC1	Terpenoids	Diterpenoids	Kaurane and Phyllocladane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
FZSZABYRGYFXRS-MUPHXUFRSA-N	CC(C(C(O1)C(O2)[C@]3(OC)C4([C@@]12C(OC5CC(C(OC6CC(C(O)C(O6)C)(O)C)C(O5)C)(O)C)OC)CO4)=C(O3)C7=C8O)=CC7=C(OC)C9=C8C([C@@H](O)C[C@@H]9OC%10CC(C(OC(C)=O)C(O%10)C)(O)C)=O	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones	true	npclassifier.gnps2.org@2026-09-07
FZYQWMMQZJYKMY-UHFFFAOYSA-N	NCCCCNC(=O)C1=C(O)C(O)=CC=C1	Alkaloids	Ornithine alkaloids	Polyamines	false	npclassifier.gnps2.org@2026-09-07
GACUILYHCBCNRP-YIBQJUBRSA-N	C[C@H]1C[C@H](C(=O)CCCC[C@H]([C@H](OC(=O)/C=C/[C@@H]([C@H]1O[C@H]2[C@@H]([C@H](C[C@H](O2)C)OC)O)C)C)O[C@H]3[C@@H]([C@@H]([C@@H]([C@H](O3)C)O)OC)OC)C	Polyketides	Macrolides	Tylosins	true	npclassifier.gnps2.org@2026-09-07
GAIPQMSJLNWRGC-LLFZSTOQSA-N	CC[C@H]1C=CC(=O)O[C@@H]1\C=C\C(O)(CCN)[C@@H](C[C@@H](O)\C=C/C=C\C1CCCCC1)OP(O)(O)=O	Polyketides	Linear polyketides	Phoslactomycins or Phosphazomycins	false	npclassifier.gnps2.org@2026-09-07
GAMJGRMMDUQHCD-KRCBVYEFSA-N	CN([C@@H](CC1=CC=C(C=C1)OC)C(O[C@H](C(N([C@H](C(N(C)[C@@H](C(C)C)C(N)=O)=O)C(C)C)C)=O)CC2=CC=C(C=C2)OC)=O)C	Amino acids and Peptides	Oligopeptides	Linear peptides|Microginins	false	npclassifier.gnps2.org@2026-09-07
GAOZTHIDHYLHMS-UHFFFAOYSA-N	CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C	Polyketides	Polyethers	Polyether ionophores	true	npclassifier.gnps2.org@2026-09-07
GBCXTRJHTIEBIA-DNJNAQMOSA-N	C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(\CCC(=O)[C@H](CCC3=O)O)/C)C=C1C)CC(C)C	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	false	npclassifier.gnps2.org@2026-09-07
GBGFRNIEDRARIO-UHFFFAOYSA-N	CC1=C(O)C=C2C(=O)C3=C(C(=O)C2=C1O)C(O)=C1C(C)=CC(O)=CC1=C3	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones	false	npclassifier.gnps2.org@2026-09-07
GBIKJKJPENMVHL-GFCCVEGCSA-N	CC1=C(C2=C(C3=C(N2)C=CC(=C3)CC=C(C)C)C(=O)C1=O)C[C@@H](C)O	Alkaloids	Tryptophan alkaloids	Carbazole alkaloids	false	npclassifier.gnps2.org@2026-09-07
GBRJANIUYQBMHM-IVQJDYIOSA-N	C/C=C(\C)/C=C(\C)/CC(C)C(C(C1C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O	Polyketides	Macrolides	Macrolide lactones	false	npclassifier.gnps2.org@2026-09-07
GCECSRILXYQLFJ-KCHKQGOKSA-N	CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]2CCCCCNC(=O)CC[C@@H](C(=O)NCC(=O)N[C@H](CC3=CC=CC=C3)C(=O)N[C@H](CO)C(=O)O)NC(=O)[C@@H]3CC(=O)OC[C@H](NC(=O)[C@@H]4CCCN4C(=O)[C@H](C)NC2=O)C(=O)N[C@@H](CC(=O)O[C@@H]1C)C(=O)N[C@@H](CC(=O)O)C(=O)N3	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
GCEYOMBDTZKZAO-PKNULQPYSA-N	CC1(C)[C@H]2CC[C@](C)(C=C)[C@]3(C=CC(C)(C)C4=C(C5=C1C=CC=C5N4)[C@]23O)[N+]#[C-]	Alkaloids	Tryptophan alkaloids	Hapalindole alkaloids	false	npclassifier.gnps2.org@2026-09-07
GCFWHLMSTULBNF-WRVUTUOTSA-N	[H][C@@]12O[C@@]1([H])[C@H](C)[C@H](OC(=O)\C=C\C[C@H](O)C[C@H](O)C[C@@H](O)CC[C@@H](C)[C@H](O)C[C@]1(O)O[C@@]([H])(C[C@H](O)[C@H]1O)C[C@@H](O)C[C@H](O)CCC[C@@H]2O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1	Polyketides	Macrolides	Macrolide lactones	true	npclassifier.gnps2.org@2026-09-07
GCGBDMCNOQTZDY-MHIUQONVSA-N	C[C@H]1[C@H](O)[C@H]2CC(O)=C3C(=O)C4=C(O)C=C(O)C=C4[C@H]4C(=O)C5=C([C@@H]2[C@@]34CC2=CC(O)=CC(=O)O2)C1=C(O)C=C5O	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones	false	npclassifier.gnps2.org@2026-09-07
GCIKKGSNXSCKCP-PJWJRCBPSA-N	C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@@H]([C@H](/C=C/C3=O)O)O)\C)C=C1C)CC(C)C	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	false	npclassifier.gnps2.org@2026-09-07
GCJYDDQHDPNDBI-CNKLGXOISA-N	C=C1C(=O)[C@H](OC(C)=O)/C=C(/C)[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC2(C)C	Terpenoids	Sesquiterpenoids	Caryophyllane sesquiterpenoids	false	npclassifier.gnps2.org@2026-09-07
GCNNBBXYZHJYOR-SQFVCTCFSA-N	C/C=C(/C(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
GDBQQVLCIARPGH-BSOSBYQFSA-N	CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C	Amino acids and Peptides	Small peptides	Tripeptides	false	npclassifier.gnps2.org@2026-09-07
GDEZZTBHSFKRJN-CCICZWJZSA-N	CC[C@H](C)/C=C(\C)/[C@@H]([C@H](C)/C=C(\C)/C=C/C=C\C=C\C=C(/C)\C(=O)N[C@@H](C)CO)O	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
GDGNAEZVFSCFGX-UHFFFAOYSA-N	CCCC(C1=C(O)C=C(CC2=CC=CC(O)=C2C(=O)C2=C(O)C=C(O)C=C2C)OC1=O)C1=C(O)C=C(CC2=CC=CC(O)=C2C(=O)C2=C(O)C=C(O)C=C2C)OC1=O	Polyketides			false	npclassifier.gnps2.org@2026-09-07
GDNZNIJPBQATCZ-UHFFFAOYSA-N	COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O	Alkaloids			false	npclassifier.gnps2.org@2026-09-07
GEHAXWAIADEMGU-OCVOMCNHSA-N	C=C(NC(=O)C(=C)NC(=O)C1=CC=C(C2=NC(C(=O)N[C@H](C(N)=O)[C@@H](C)O)=CS2)C(C2=COC(C(=C)NC(=O)C(=C)NC(=O)C3=C(C)OC(C(=C)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)C4=C(C)OC(C(=O)CC)=N4)C(C)C)=N3)=N2)=N1)C(N)=O	Alkaloids	Peptide alkaloids	Simple amide alkaloids	false	npclassifier.gnps2.org@2026-09-07
GEIAHRUFSQGALU-UHFFFAOYSA-N	CC(=O)C1=C(C2(C(=O)C3=C(CC2(CC1=O)O)C=C4C=C(C=C(C4=C3O)O)OC)O)O	Polyketides	Polycyclic aromatic polyketides	Tetracyclines	false	npclassifier.gnps2.org@2026-09-07
GENAAYFYLGYPIQ-JOPGMDTFSA-N	CC(C\C=C\C=C/CCC(=C)CC(C)C\C(C)=C\C(O)=O)CC(=O)CC(O)CNC(=O)C(C)C(C)OC(N)=O	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
GEWQXORIAMVGJG-UHFFFAOYSA-N	C1=CC(=C2C(=C1)N=C3C(=N2)C=CC=C3C(=O)O)CO	Alkaloids	Anthranilic acid alkaloids	Phenazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
GFNJWVBJKYYUIN-CMUOTRNOSA-N	CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O	Polyketides	Aromatic polyketides	Catechols with side chains	false	npclassifier.gnps2.org@2026-09-07
GFTDIFRKHSPLIX-UCSGQXDGSA-N	O[C@@H]1[C@@](C)(O)C(C(COC(/C=C/C=C/C)=C2)=C2C1)=O	Polyketides	Chromanes	Azaphilones	false	npclassifier.gnps2.org@2026-09-07
GFTDIFRKHSPLIX-VNLWOOSYSA-N	C/C=C/C=C/C1=CC2=C(CO1)C(=O)[C@]([C@@H](C2)O)(C)O	Polyketides	Chromanes	Azaphilones	false	npclassifier.gnps2.org@2026-09-07
GFTRTMUGNRZABD-IPBVOBEMSA-N	CC1C(C(CC(O1)OC\2COC(=O)C(CC3=NC(=C(C=C3)OC4C=C5C#C/C2=C\C#CC6C5(C4OC7CC(C(C(O7)C)O)(C)O)O6)Cl)NC(=O)C8=C(C=C9C=C(C(=C(C9=C8)OC)OC)OC(C)C)O)O)N(C)C	Alkaloids|Amino acids and Peptides|Polyketides	Macrolides|Oligopeptides|Nicotinic acid alkaloids	Cyclic peptides|Enediynes|Pyridine alkaloids	true	npclassifier.gnps2.org@2026-09-07
GFYHPKUYDFUKNL-MBNYWOFBSA-N	CCC1=CC(=O)[C@@]2([C@@H]1CC=C(C[C@@H]2O)CO)C	Terpenoids	Sesquiterpenoids	Daucane sesquiterpenoids	false	npclassifier.gnps2.org@2026-09-07
GGEGLRHQJXGBSH-CCSZFJTGSA-N	CC[C@@H]1CCC(=O)/C=C\2/C(=CC3=CC(=CC(=C3O2)NC(=O)C/C=C(/C(=O)O[C@H]([C@H](C=C1)O)C=C(C)C)\C)O)C	Amino acids and Peptides|Polyketides	Macrolides	Ansa macrolides|Lactam bearing macrolide lactones	false	npclassifier.gnps2.org@2026-09-07
GGIYUDIPLHDPCV-MAUKXSAKSA-N	OC1=CC=C(C[C@]2(O)CN[C@@H](CC3=CC=C(O)C=C3)CO2)C=C1	Shikimates and Phenylpropanoids			false	npclassifier.gnps2.org@2026-09-07
GGSMAZGQIYCCDB-VQPDOPBLSA-N	OC(C(CC(N)=O)NC(C(/C(NC(C(C)NC(/C=C\\C=C\\C=C\\C)=O)=O)=C\\C1=CNC2=C1C=CC(Cl)=C2)=O)=O)=O	Alkaloids	Peptide alkaloids	Simple amide alkaloids	false	npclassifier.gnps2.org@2026-09-07
GGTMBBUPTWRRGY-KCJQPUCUSA-N	CC[C@H](C)/C=C/[C@@H]1CC(=O)C(C)=C(CC[C@H](C)C(=O)O)O1	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
GGUNGDGGXMHBMJ-HCMAANCNSA-N	CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3]	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
GGWOUCUSNYVHOC-QJKBBIFYSA-N	OC1=C(C2=N[C@]([C@@]3([H])SC[C@]([C@@H](O)C(C)(C)C4=N[C@](C(O)=O)(C)CS4)([H])N3C)([H])CS2)C(CCCCC)=CC=C1	Amino acids and Peptides|Polyketides	Linear polyketides	Melithiazole and Myxothiazole derivatives	false	npclassifier.gnps2.org@2026-09-07
GHIFHRIFHRJZNG-WPFDVLOYSA-N	COC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=C(OC)C=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)NC(=O)O)[C@@H](O)C(=O)O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
GHIYXVPLQFUOCR-ILKRYEEZSA-N	CO[C@@H]1C(=O)C(C(C)=O)=C(O)C2(O[C@H]3CC(O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)C3=C(C=C4C=C(O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)C(C)=C(O)C4=C3O)CC12	Polyketides	Polycyclic aromatic polyketides	Angucyclines	true	npclassifier.gnps2.org@2026-09-07
GHLIFBNIGXVDHM-VQXSZRIGSA-N	C[C@@H]1[C@@H]([C@@H]([C@H](C(O1)C2=C3C(=C(C=C2)O)C(=CC4=C3OC(=O)C5=CC(=CC(=C54)OC)C=C)OC)O)N(C)C)OC(=O)C	Polyketides	Polycyclic aromatic polyketides	Angucyclines	false	npclassifier.gnps2.org@2026-09-07
GHOXVFYORXUCPY-PKMGYIMSSA-N	CC(C)CCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	Amino acids and Peptides	Oligopeptides	Vancomycins and Teicoplanins	true	npclassifier.gnps2.org@2026-09-07
GHXLBZVIYYOQOC-ASVOGJOYSA-N	CCCCCCC[C@H](CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)CC(C)C)CO)CC(C)C)CO)CC(C)C)[C@H](C)CC)CC(=O)O)C)O	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
GHYIJWADNLIVDB-UMIISBCRSA-N	C[C@@]1([C@@H](C[C@H]2[C@H]([C@H]1[N+]#[C-])C3=C(NC4=CC=CC(=C43)C2(C)C)C(C)(C)C=C)Cl)C=C	Alkaloids	Tryptophan alkaloids	Hapalindole alkaloids	false	npclassifier.gnps2.org@2026-09-07
GIDMWMOVOCXADR-UHFFFAOYSA-N	CCC(C)CC(C)C(=O)OC1(C(=O)C=C2C=C(OC=C2C1=O)C(=O)O)C	Polyketides	Chromanes	Azaphilones	false	npclassifier.gnps2.org@2026-09-07
GIMZZVKKCVKWLL-JOKYFBJLSA-N	C\C=C(/C)[C@@H](O)[C@H](C)[C@H](O)C\C=C(/C)\C=C(/C)C\C(C)=C\C\C=C(/C)[C@@H](O)[C@@H](C)C1=CC=C(C)C(=O)O1	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
GINHURUUWCPWSS-HNSCFVPZSA-N	C[C@@H](O)[C@@H](NC(=O)CCNC(=O)[C@H](CO)NC(=O)C1=CC=CC=C1O)C(=O)N(C)[C@@H](CCCNO)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN(O)C=O)C(=O)O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
GIZFCCIAJXWSKK-UHFFFAOYSA-N	CC(=O)NC1=C(C=CC(=C1)C(=O)OC2=CC=C(C=C2)C=C)O	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Bagremycins|Shikimic acids and derivatives|Simple phenolic acids	false	npclassifier.gnps2.org@2026-09-07
GIZMQINDJNQUDX-UHFFFAOYSA-N	OC1=CC2=C(C=C1)NC3=C2C(C(NC4)=O)=C4C5=C3NC6=CC=C(O)C=C65	Alkaloids	Tryptophan alkaloids	Carbazole alkaloids	false	npclassifier.gnps2.org@2026-09-07
