standard_inchi_key	cid	aid	assay_name	assay_type	depositor	activity_outcome	activity_name	activity_value_um	target_accession	reference
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	624297	A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells.	Confirmatory	NCGC	Inconclusive	Potency	23.1093	NP_056979	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	651631	qHTS assay for small molecule agonists of the p53 signaling pathway	Confirmatory	824	Inconclusive	Potency	26.6032	P04637	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	651634	qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5 - cell viability	Confirmatory	824	Inconclusive	Potency	29.8493		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	651635	Viability Counterscreen for Primary qHTS for Inhibitors of ATXN expression	Confirmatory	NCGC	Inconclusive	Potency	15.8489		PMID:35787375
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	651635	Viability Counterscreen for Primary qHTS for Inhibitors of ATXN expression	Confirmatory	NCGC	Inconclusive	Potency	15.8489	Q99700	PMID:35787375
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	651635	Viability Counterscreen for Primary qHTS for Inhibitors of ATXN expression	Confirmatory	NCGC	Inconclusive	Potency	25.1189		PMID:35787375
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	651635	Viability Counterscreen for Primary qHTS for Inhibitors of ATXN expression	Confirmatory	NCGC	Inconclusive	Potency	25.1189	Q99700	PMID:35787375
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	686978	qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT	Confirmatory	NCGC	Inconclusive	Potency	29.8554	AAI07878	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	686978	qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT	Confirmatory	NCGC	Inconclusive	Potency	37.5857	AAI07878	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	686979	qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT	Confirmatory	NCGC	Inconclusive	Potency	29.8554	AAI07878	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	686979	qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT	Confirmatory	NCGC	Inconclusive	Potency	33.4983	AAI07878	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	720532	qHTS for Inhibitors of binding or entry into cells for Marburg Virus	Confirmatory	NCGC	Inconclusive	Potency	35.4813	B45705	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	720552	qHTS assay for small molecule agonists of the p53 signaling pathway: Summary	Summary	824	Active	Potency		P04637	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	720572	qHTS for Activators of Parkin Expression: LOPAC Validation Assay (NLuc Reporter)	Confirmatory	NCGC	Inconclusive	Potency	20.5962	BAA25751	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743014	qHTS assay for identifying genotoxic compounds that show differential cytotoxicity against isogenic chicken DT40 cell lines with known DNA damage response pathways - Rev3 mutant cell line	Confirmatory	824	Inconclusive	Potency	37.578		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743064	qHTS assay to identify small molecule antagonists of the thyroid receptor (TR) signaling pathway - cell viability counter screen	Confirmatory	824	Active	Potency	11.8832		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743081	qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	21.1317		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743084	qHTS assay to identify aromatase inhibitors - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	21.1317		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743086	qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway - cell viability counter screen	Confirmatory	824	Active	Potency	29.8493		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743213	qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	2.6601		
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	743217	qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway	Confirmatory	824	Inconclusive	Potency	29.847	ADZ17382	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	883	qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9	Confirmatory	NCGC	Active	Potency	0.1259	NP_000762	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	884	qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4	Confirmatory	NCGC	Active	Potency	1.9953	NP_059488	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	885	qHTS Assay for Activators of Cytochrome P450 3A4	Confirmatory	NCGC	Inactive	Potency	1.9953	NP_059488	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	899	qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C19	Confirmatory	NCGC	Active	Potency	0.1585	NP_000760	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	912	qHTS Assay for Anthrax Lethal Toxin Internalization	Confirmatory	NCGC	Inconclusive	Potency	12.5893	NP_652928	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	940	Modulators of the EP2 prostaglandin E2 receptor - Primary Screening	Screening	Emory University Molecular Libraries Screening Center	Active			NP_000947	
AKNNEGZIBPJZJG-MSOLQXFVSA-N	275196	995	qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay	Confirmatory	NCGC	Inconclusive	Potency	31.6228	NP_002736	
ALDIVIWLBSDGGN-ONEGZZNKSA-N	5492261		(no assay data)							
ALYLZDHKQZUVDF-GWNVROLUSA-N	6439426		(no assay data)							
AMKYESDOVDKZKV-UHFFFAOYSA-N	68072	1645883	Validation qHTS for agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1)	Confirmatory	NCGC	Inconclusive	Potency	89.1251		
AMKYESDOVDKZKV-UHFFFAOYSA-N	68072	1645883	Validation qHTS for agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1)	Confirmatory	NCGC	Inconclusive	Potency	89.1251	O95398	
AMKYESDOVDKZKV-UHFFFAOYSA-N	68072	2517	qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1)	Confirmatory	NCGC	Inactive	Potency	0.0089	1DE9_A	
AMKYESDOVDKZKV-UHFFFAOYSA-N	68072	884	qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4	Confirmatory	NCGC	Active	Potency	25.1189	NP_059488	
AMKYESDOVDKZKV-UHFFFAOYSA-N	68072	885	qHTS Assay for Activators of Cytochrome P450 3A4	Confirmatory	NCGC	Inactive	Potency	25.1189	NP_059488	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1159510	Immunotoxin (HA22) sensitization/mitigation study. Vehicle arm (PBS)	Confirmatory	NCGC	Active	Potency	0.0118		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1159511	Immunotoxin (SS1P) sensitization/mitigation study - treatment arm	Confirmatory	NCGC	Active	Potency	0.059		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1159512	Immunotoxin (HA22) sensitization/mitigation study - treatment arm (low dose)	Confirmatory	NCGC	Active	Potency	0.0074		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1159513	Immunotoxin (SS1P) sensitization/mitigation study. Vehicle arm (DMEM)	Confirmatory	NCGC	Active	Potency	0.1865		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1159530	Immunotoxin (HA22) sensitization/mitigation study - treatment arm (High Dose)	Confirmatory	NCGC	Active	Potency	16.6261		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1194	DSSTox (CPDBAS) Carcinogenic Potency Database Salmonella Mutagenicity	Other	EPA DSSTox	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1195	DSSTox (FDAMDD) FDA Maximum (Recommended) Daily Dose Database	Other	EPA DSSTox	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1224905	High-throughput screen for inhibitors of the GIV GBA-motif interaction with Galpha-i G protein subunits	Screening	ICCB-Longwood/NSRB Screening Facility, Harvard Medical School	Active			BAE44387	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1224905	High-throughput screen for inhibitors of the GIV GBA-motif interaction with Galpha-i G protein subunits	Screening	ICCB-Longwood/NSRB Screening Facility, Harvard Medical School	Active			P08753	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259357	Identifying Small Molecule Inhibitors of Pancreatic Cancer Stem Cells (A2780, Spheroid)	Confirmatory	NCGC	Inconclusive	Potency	1.6626		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259358	Identifying Small Molecule Inhibitors of Pancreatic Cancer Stem Cells (SN12C, Adherent)	Confirmatory	NCGC	Active	Potency	3.3173		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259359	Identifying Small Molecule Inhibitors of Pancreatic Cancer Stem Cells (Panc1, Spheroid)	Confirmatory	NCGC	Active	Potency	5.8992		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259360	Identifying Small Molecule Inhibitors of Pancreatic Cancer Stem Cells (SN12C, Spheroid)	Confirmatory	NCGC	Active	Potency	18.6548		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259361	Identifying Small Molecule Inhibitors of Pancreatic Cancer Stem Cells (A278, Adherent)	Confirmatory	NCGC	Active	Activity at 9.921 uM			
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259362	Identifying Small Molecule Inhibitors of Pancreatic Cancer Stem Cells (Panc1, Adherent)	Confirmatory	NCGC	Inconclusive	Potency	9.3495		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259397	mouse cGAS RapidFire screen	Screening	15619	Active			Q8C6L5	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259397	mouse cGAS RapidFire screen	Screening	15619	Active			Q8C6L5	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259398	human cGAS chemiluminescence screen	Screening	15619	Active			Q8N884	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259398	human cGAS chemiluminescence screen	Screening	15619	Active			Q8N884	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259407	CCRIS mutagenicity studies	Other	22070	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259408	GENE-TOX mutagenicity studies	Other	22071	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259411	CCRIS carcinogenicity studies	Other	22070	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259416	Toxoplasma gondii inhibition HTS in the presence of IFN-y	Screening	Broad Institute	Active			NP_000610	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259416	Toxoplasma gondii inhibition HTS in the presence of IFN-y	Screening	Broad Institute	Active			NP_000610	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259421	Toxoplasma gondii HTS in the absence of IFN-y	Screening	Broad Institute	Active			NP_000610	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1259421	Toxoplasma gondii HTS in the absence of IFN-y	Screening	Broad Institute	Active			NP_000610	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1332	High Throughput Screen to Identify Inhibitors of Mycobacterium tuberculosis H37Rv	Confirmatory	Southern Research Institute	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1346063	Human DNA topoisomerase II alpha (5.99.1.2 DNA Topoisomerases)	Other	IUPHAR-DB	Active			NP_001058	PMID:11430001
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347060	Diffuse intrinsic pontine glioma (SU-DIPG-XVII) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347062	Diffuse intrinsic pontine glioma (JHH-DIPG-1) cell line screen of MIPE4.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347063	Diffuse intrinsic pontine glioma (SU-DIPG-IV) cell line screen of MIPE4.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347064	Diffuse intrinsic pontine glioma (SU-DIPG-XIII) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347065	Diffuse intrinsic pontine glioma (SU-DIPG-XXV) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347066	Diffuse intrinsic pontine glioma (SU-DIPG-VI) cell line screen of MIPE4.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347067	Diffuse intrinsic pontine glioma (JHH-DIPG-1) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347068	Diffuse intrinsic pontine glioma (SU-DIPG-XXV) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Fluor	Confirmatory	15316	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347411	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: primary screen against the NCATS Mechanism Interrogation Plate v5.0 (MIPE) Libary	Confirmatory	NCGC	Active	Potency	0.8289	P01574	PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347412	qHTS assay to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Counter screen cell viability and HiBit confirmation	Confirmatory	NCGC	Active		0.4965		PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347412	qHTS assay to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Counter screen cell viability and HiBit confirmation	Confirmatory	NCGC	Active		0.4965		PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347412	qHTS assay to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Counter screen cell viability and HiBit confirmation	Confirmatory	NCGC	Active		0.4965	P01574	PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347414	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Secondary screen by immunofluorescence	Confirmatory	NCGC	Active		0.2295		PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347414	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Secondary screen by immunofluorescence	Confirmatory	NCGC	Active		0.2295		PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347414	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Secondary screen by immunofluorescence	Confirmatory	NCGC	Active		0.2295	P01574	PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347415	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: tertiary screen by RT-qPCR	Confirmatory	NCGC	Active	Potency	1.0365		PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347415	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: tertiary screen by RT-qPCR	Confirmatory	NCGC	Active	Potency	1.0365		PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1347415	qHTS to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: tertiary screen by RT-qPCR	Confirmatory	NCGC	Active	Potency	1.0365	P01574	PMID:32459468
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1508586	MELAS cybrid survival enhancement under low glucose conditions	Other	ICCB-Longwood/NSRB Screening Facility, Harvard Medical School	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645844	Confirmatory qHTS to identify inhibitors of SARS-CoV-2 cell entry	Confirmatory	NCGC	Active	Potency	0.1918		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645847	VSVG counterscreen qHTS to identify inhibitors of SARS-CoV-2 cell entry	Confirmatory	NCGC	Active	Potency	0.1524		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645847	VSVG counterscreen qHTS to identify inhibitors of SARS-CoV-2 cell entry	Confirmatory	NCGC	Active	Potency	0.1524	AMB37292	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645870	Primary qHTS for Inhibitors of N-terminal methyltransferase 1 (NTMT1): MTaseGlo Assay	Confirmatory	NCGC	Inconclusive	Potency	39.8107		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645870	Primary qHTS for Inhibitors of N-terminal methyltransferase 1 (NTMT1): MTaseGlo Assay	Confirmatory	NCGC	Inconclusive	Potency	39.8107	Q9BV86	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645876	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an isogenic RCH-ACV NSD2 p.E1099K mutant (9B)	Confirmatory	NCGC	Active	Potency	0.0332		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645876	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an isogenic RCH-ACV NSD2 p.E1099K mutant (9B)	Confirmatory	NCGC	Active	Potency	0.0332	O96028	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645877	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an RCH-ACV wild type WT cells (2C)	Confirmatory	NCGC	Active	Potency	0.0263		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1645877	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an RCH-ACV wild type WT cells (2C)	Confirmatory	NCGC	Active	Potency	0.0263	O96028	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1745855	NCATS anti-infectives library activity on the primary C. elegans qHTS viability assay	Confirmatory	NCGC	Active	Potency	23.0045		PMID:36786055
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1798278	"In Vitro Ligase Activity Assay from Article 10.1074/jbc.M503780200: ""NAD+-dependent DNA Ligase (Rv3014c) from Mycobacterium tuberculosis. Crystal structure of the adenylation domain and identification of novel inhibitors."""	Confirmatory	BindingDB	Active	IC50	3	P00970	PMID:15901723
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1798278	"In Vitro Ligase Activity Assay from Article 10.1074/jbc.M503780200: ""NAD+-dependent DNA Ligase (Rv3014c) from Mycobacterium tuberculosis. Crystal structure of the adenylation domain and identification of novel inhibitors."""	Confirmatory	BindingDB	Active	IC50	5	P9WNV1	PMID:15901723
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1800407	"Quatitative Inhibition Analysis Assay from Article 10.1021/bi4011286: ""Discovery of inhibitors of Bacillus anthracis primase DnaG."""	Confirmatory	BindingDB	Active	IC50	4.4		PMID:24004110
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1800407	"Quatitative Inhibition Analysis Assay from Article 10.1021/bi4011286: ""Discovery of inhibitors of Bacillus anthracis primase DnaG."""	Confirmatory	BindingDB	Active	IC50	9.3	P9WNW0	PMID:24004110
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1845191	Primary qHTS Assay for Inhibitors of Recombinant Selenoprotein Glutathione Peroxidase 1 (GPX1)	Confirmatory	NCGC	Inconclusive	Potency	28.9746		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1845191	Primary qHTS Assay for Inhibitors of Recombinant Selenoprotein Glutathione Peroxidase 1 (GPX1)	Confirmatory	NCGC	Inconclusive	Potency	28.9746	P07203	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1963823	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) naive MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.0186		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1963823	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) naive MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.0186	P43405	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1963824	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) drug resistant MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.0209		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1963824	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) drug resistant MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.0209	P43405	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1963989	Cellular viability qHTS for adrenocortical cancer (ACC) cell line SW-13	Confirmatory	NCGC	Active	Potency	0.8913		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1963990	Cellular viability qHTS for adrenocortical cancer (ACC) cell line NCI-H295R	Confirmatory	NCGC	Active	Potency	7.0795		
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	1964107	Primary qHTS for inhibitors of NSP2Pro chikungunya virus (CHIKV)	Confirmatory	NCGC	Inactive	Potency	8.8094	Q8JUX6	
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	2061304	Identification of antibody-drug conjugate (ADC) payloads which are substrates of ATP-binding cassette drug efflux transporters: ABCB1-HeLa-KB-8-5-11 cell line	Confirmatory	NCGC	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	2061305	Identification of antibody-drug conjugate (ADC) payloads which are substrates of ATP-binding cassette drug efflux transporters: ABCB1-HeLa-KB-3-1 cell line	Confirmatory	NCGC	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	2061306	Identification of antibody-drug conjugate (ADC) payloads which are substrates of ATP-binding cassette drug efflux transporters: ABCB1-HEK293-pcDNA cell line	Confirmatory	NCGC	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	2061317	Identification of antibody-drug conjugate (ADC) payloads which are substrates of ATP-binding cassette drug efflux transporters: ABCB1-HEK293-MDR-19 cell line with tariquidar	Confirmatory	NCGC	Active				
AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	2061318	Identification of antibody-drug conjugate (ADC) payloads which are substrates of ATP-binding cassette drug efflux transporters: ABCB1-HEK293-MDR-19 cell line	Confirmatory	NCGC	Active				
