standard_inchi_key	cid	aid	assay_name	assay_type	depositor	activity_outcome	activity_name	activity_value_um	target_accession	reference
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1795945	"CDK Kinase Inhibition Assay from Article 10.1016/s0960-894x(03)00792-3: ""Studies on cyclin-dependent kinase inhibitors: indolo-[2,3-a]pyrrolo[3,4-c]carbazoles versus bis-indolylmaleimides."""	Confirmatory	BindingDB	Active	IC50	0.26	P24864	PMID:14552792
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1795945	"CDK Kinase Inhibition Assay from Article 10.1016/s0960-894x(03)00792-3: ""Studies on cyclin-dependent kinase inhibitors: indolo-[2,3-a]pyrrolo[3,4-c]carbazoles versus bis-indolylmaleimides."""	Confirmatory	BindingDB	Active	IC50	0.26	P24941	PMID:14552792
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1796959	"Kinase Assay from Article 10.1074/jbc.M413155200: ""Pim-1 ligand-bound structures reveal the mechanism of serine/threonine kinase inhibition by LY294002."""	Confirmatory	BindingDB	Active	IC50	0.15	P11309	PMID:15657054
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1797180	"Mixed-Lineage Kinase Assays from Article 10.1021/jm051074u: ""Synthesis and mixed lineage kinase activity of pyrrolocarbazole and isoindolone analogs of (+)K-252a."""	Confirmatory	BindingDB	Active	IC50	0.022	P80192	PMID:17266195
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1797180	"Mixed-Lineage Kinase Assays from Article 10.1021/jm051074u: ""Synthesis and mixed lineage kinase activity of pyrrolocarbazole and isoindolone analogs of (+)K-252a."""	Confirmatory	BindingDB	Active	IC50	0.045	Q02779	PMID:17266195
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1797180	"Mixed-Lineage Kinase Assays from Article 10.1021/jm051074u: ""Synthesis and mixed lineage kinase activity of pyrrolocarbazole and isoindolone analogs of (+)K-252a."""	Confirmatory	BindingDB	Active	IC50	0.013	Q16584	PMID:17266195
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	1811	Experimentally measured binding affinity data derived from PDB	Other	Shanghai Institute of Organic Chemistry	Active			1R0P_A	PMID:14559966
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	19	NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	2061288	"PDGFRα Kinase Assay from US Patent US20250129067: ""PLATELET-DERIVED GROWTH FACTOR RECEPTOR (PDGFR) ALPHA INHIBITORS AND USES THEREOF"""	Confirmatory	BindingDB	Active	IC50	0.427	P16234	
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	2202374	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-468 Breast cell line, single concentration	Screening	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	23	NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	25	NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	29	NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	3	NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	31	NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	35	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	39	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	41	NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	43	NCI human tumor cell line growth inhibition assay. Data for the DU-145 Prostate cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	49	NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	55	NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	65	NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	67	NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Colon cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	7	NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	71	NCI human tumor cell line growth inhibition assay. Data for the HCT-15 Colon cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	73	NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	79	NCI human tumor cell line growth inhibition assay. Data for the HCT-116 Colon cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	81	NCI human tumor cell line growth inhibition assay. Data for the SW-620 Colon cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	83	NCI human tumor cell line growth inhibition assay. Data for the MCF7 Breast cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	85	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Melanoma cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	89	NCI human tumor cell line growth inhibition assay. Data for the BT-549 Breast cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	9	NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	91	NCI human tumor cell line growth inhibition assay. Data for the T-47D Breast cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	93	NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Ovarian cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	97	NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line	Confirmatory	DTP/NCI	Active				
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	977608	Experimentally measured binding affinity data (IC50) for protein-ligand complexes derived from PDB	Other	Shanghai Institute of Organic Chemistry	Active	IC50	1	3F69_A	PMID:19008858
KOZFSFOOLUUIGY-BLIZRMSTSA-N	3035817	977611	Experimentally measured binding affinity data (Kd) for protein-ligand complexes derived from PDB	Other	Shanghai Institute of Organic Chemistry	Active	Kd	0.01	1R0P_A	PMID:14559966
KQMKBWMQSNKASI-AVSFGBOWSA-N	197270		(no assay data)							
KQXDHUJYNAXLNZ-UHFFFAOYSA-N	72370		(no assay data)							
KSIZLOPUXFSFNR-XZNJZDOZSA-N	3081434		(no assay data)							
KVTPRMVXYZKLIG-NCAOFHFGSA-N	54708748	977610	Experimentally measured binding affinity data (Ki) for protein-ligand complexes derived from PDB	Other	Shanghai Institute of Organic Chemistry	Active	Ki	1.8	1ZYR_C	PMID:16122422
KVTPRMVXYZKLIG-NCAOFHFGSA-N	54708748	977610	Experimentally measured binding affinity data (Ki) for protein-ligand complexes derived from PDB	Other	Shanghai Institute of Organic Chemistry	Active	Ki	1.8	1ZYR_D	PMID:16122422
KWCCJORRKLRCKS-ZNOMNLQXSA-N	146684576		(no assay data)							
KXGCNMMJRFDFNR-WDRJZQOASA-N	16158208	1345486	Human Guanylyl cyclase-C (Receptor Guanylyl Cyclase (RGC) family)	Other	IUPHAR-DB	Active			NP_004954	PMID:17694454
KXGCNMMJRFDFNR-WDRJZQOASA-N	16158208	1345486	Human Guanylyl cyclase-C (Receptor Guanylyl Cyclase (RGC) family)	Other	IUPHAR-DB	Active			NP_004954	PMID:20863829
KXGCNMMJRFDFNR-WDRJZQOASA-N	16158208	1345496	Rat Guanylyl cyclase-C (Receptor Guanylyl Cyclase (RGC) family)	Other	IUPHAR-DB	Active			NP_037302	PMID:20863829
KXGCNMMJRFDFNR-WDRJZQOASA-N	16158208	1479145	Primary qHTS for inhibitors of SARS-S pseudo-typed particle cell entry	Confirmatory	NCGC	Inconclusive	Potency	19.9526	P59594	
KXGCNMMJRFDFNR-WDRJZQOASA-N	16158208	1964107	Primary qHTS for inhibitors of NSP2Pro chikungunya virus (CHIKV)	Confirmatory	NCGC	Inactive	Potency	3.0458	Q8JUX6	
KYCHRRLJNLEFOP-SPVQYDFHSA-N	71470785		(no assay data)							
KYQIWZZDXJQVAY-OBPYKSBLSA-N	139591128		(no assay data)							
KYSLBCRHXBZYKG-BXXZVTAOSA-N	122225563		(no assay data)							
LACOKYPQGAPLII-RSHHAGFJSA-N	101572704		(no assay data)							
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1	NCI human tumor cell line growth inhibition assay. Data for the NCI-H23 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	101	NCI human tumor cell line growth inhibition assay. Data for the IGROV1 Ovarian cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	103	NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Ovarian cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	105	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-4 Ovarian cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	11	NCI human tumor cell line growth inhibition assay. Data for the HOP-18 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	111	NCI human tumor cell line growth inhibition assay. Data for the P388 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	113	NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	115	NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	117	NCI human tumor cell line growth inhibition assay. Data for the P388/ADR Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	119	NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	121	NCI human tumor cell line growth inhibition assay. Data for the K-562 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	123	NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	125	NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Leukemia cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	127	NCI human tumor cell line growth inhibition assay. Data for the SN12K1 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	129	NCI human tumor cell line growth inhibition assay. Data for the A498 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1296008	Cytotoxic Profiling of Annotated Libraries Using Quantitative High-Throughput Screening	Confirmatory	NCGC	Active				PMID:31498718
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1296009	qHTS assay to identify novel small-molecules to repurpose for Merkel cell carcinoma treatment	Confirmatory	NCGC	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	13	NCI human tumor cell line growth inhibition assay. Data for the HOP-92 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	131	NCI human tumor cell line growth inhibition assay. Data for the CAKI-1 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	133	NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1345084	Primary qHTS to identify gynecologic anti-cancer compounds using libraries of approved drugs and bioactive compounds	Confirmatory	NCGC	Active		1.9953		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1345084	Primary qHTS to identify gynecologic anti-cancer compounds using libraries of approved drugs and bioactive compounds	Confirmatory	NCGC	Active		2.5119		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1345084	Primary qHTS to identify gynecologic anti-cancer compounds using libraries of approved drugs and bioactive compounds	Confirmatory	NCGC	Active		3.1623		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1346986	P-glycoprotein substrates identified in KB-3-1 adenocarcinoma cell line, qHTS therapeutic library screen	Confirmatory	NCGC	Active				PMID:31515284
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1346987	P-glycoprotein substrates identified in KB-8-5-11 adenocarcinoma cell line, qHTS therapeutic library screen	Confirmatory	NCGC	Active	Potency	2.2427		PMID:31515284
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	137	NCI human tumor cell line growth inhibition assay. Data for the 786-0 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	139	NCI human tumor cell line growth inhibition assay. Data for the ACHN Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	141	NCI human tumor cell line growth inhibition assay. Data for the TK-10 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	143	NCI human tumor cell line growth inhibition assay. Data for the UO-31 Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	145	NCI human tumor cell line growth inhibition assay. Data for the SN12C Renal cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	15	NCI human tumor cell line growth inhibition assay. Data for the NCI-H522 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	155	NCI Yeast Anticancer Drug Screen. Data for the rad50 strain	Other	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	157	NCI Yeast Anticancer Drug Screen. Data for the mec2-1 strain	Other	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1645876	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an isogenic RCH-ACV NSD2 p.E1099K mutant (9B)	Confirmatory	NCGC	Active	Potency	0.6321		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1645876	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an isogenic RCH-ACV NSD2 p.E1099K mutant (9B)	Confirmatory	NCGC	Active	Potency	0.6321	O96028	
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1645877	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an RCH-ACV wild type WT cells (2C)	Confirmatory	NCGC	Active	Potency	0.5021		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1645877	Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an RCH-ACV wild type WT cells (2C)	Confirmatory	NCGC	Active	Potency	0.5021	O96028	
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	167	NCI Yeast Anticancer Drug Screen. Data for the bub3 strain	Other	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	175	NCI Yeast Anticancer Drug Screen. Data for the mlh1 rad18 strain	Other	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	19	NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1963823	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) naive MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.1999		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1963823	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) naive MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.1999	P43405	
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1963824	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) drug resistant MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.2243		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	1963824	Viability qHTS for spleen associated tyrosine kinase inhibitor (SYKi) drug resistant MV4-11 cells	Confirmatory	NCGC	Inconclusive	Potency	0.2243	P43405	
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	2060322	Primary qHTS for small molecule compounds that upregulate eGFP-tagged delta133p53alpha (in N-terminal) cells.	Confirmatory	NCGC	Inconclusive	Potency	0.4654		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	2060322	Primary qHTS for small molecule compounds that upregulate eGFP-tagged delta133p53alpha (in N-terminal) cells.	Confirmatory	NCGC	Inconclusive	Potency	0.4654	NP_001119587	
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	21	NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	2202548	Primary qHTS to identify anti-liver cancer compounds using libraries of approved drugs and bioactive compounds	Confirmatory	NCGC	Inconclusive	Potency	0.7079		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	2202728	Constitutive androstane receptor (CAR) small molecule agonists, cell-based qHTS assay in HepG2 cells	Confirmatory	NCGC	Inactive	Potency	0.2835		
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	2202728	Constitutive androstane receptor (CAR) small molecule agonists, cell-based qHTS assay in HepG2 cells	Confirmatory	NCGC	Inactive	Potency	0.2835	ADZ17385	
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	23	NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	25	NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	27	NCI human tumor cell line growth inhibition assay. Data for the M19-MEL Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	29	NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	3	NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	31	NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	33	NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	35	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	37	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	39	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	41	NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	43	NCI human tumor cell line growth inhibition assay. Data for the DU-145 Prostate cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	45	NCI human tumor cell line growth inhibition assay. Data for the SF-268 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	47	NCI human tumor cell line growth inhibition assay. Data for the SF-295 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	49	NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	51	NCI human tumor cell line growth inhibition assay. Data for the XF 498 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	53	NCI human tumor cell line growth inhibition assay. Data for the SNB-19 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	55	NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	57	NCI human tumor cell line growth inhibition assay. Data for the SNB-78 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	59	NCI human tumor cell line growth inhibition assay. Data for the U251 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	61	NCI human tumor cell line growth inhibition assay. Data for the DMS 273 Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	63	NCI human tumor cell line growth inhibition assay. Data for the DMS 114 Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	65	NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	67	NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	69	NCI human tumor cell line growth inhibition assay. Data for the DLD-1 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	7	NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	71	NCI human tumor cell line growth inhibition assay. Data for the HCT-15 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	75	NCI human tumor cell line growth inhibition assay. Data for the KM20L2 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	77	NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	79	NCI human tumor cell line growth inhibition assay. Data for the HCT-116 Colon cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	83	NCI human tumor cell line growth inhibition assay. Data for the MCF7 Breast cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	87	NCI human tumor cell line growth inhibition assay. Data for the MDA-N Breast cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	9	NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	95	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Breast cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	97	NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line	Confirmatory	DTP/NCI	Active				
LAJXCUNOQSHRJO-ZYGJITOWSA-N	5458385	99	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Ovarian cell line	Confirmatory	DTP/NCI	Active				
LAKRHXMXFOPKER-DEEVKCKXSA-N	169492492		(no assay data)							
LAWKVNVCUPIOMG-HWWYPGLISA-N	16132310		(no assay data)							
LCGVYJIPTMONMW-HQMBRXMRSA-N	155802358		(no assay data)							
LGGBWKYVFUKVSL-BFBGDVCSSA-N	139589595		(no assay data)							
LGOZWCQQHDTENY-QDBKTOAVSA-N	139589388		(no assay data)							
LHJPHMKIGRLKDR-YUQKHPEDSA-N	115005		(no assay data)							
LIBKJCZUBOETPB-RYUDHWBXSA-N	54710080		(no assay data)							
LJQQFQHBKUKHIS-YQVLDDCJSA-N	71308195		(no assay data)							
LJZZMUUGGKWTHZ-SNVBAGLBSA-N	153449251		(no assay data)							
LKGKHTANQJZVPR-UHFFFAOYSA-N	126408		(no assay data)							
LKPYTSCQUKSTQT-UHFFFAOYSA-N	137125390		(no assay data)							
LKYYYYVANTYGSO-UHFFFAOYSA-N	71576815		(no assay data)							
LLZGZWBVBWCMRA-RHQFVSDJSA-N	72193953		(no assay data)							
LMBFAGIMSUYTBN-IIRRRCHSSA-N	86341926	1803122	"Inhibition Assay from US Patent US9402878: ""Depsipeptide and uses thereof"""	Confirmatory	BindingDB	Inactive	IC50	100	Q12809	
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	155	NCI Yeast Anticancer Drug Screen. Data for the rad50 strain	Other	DTP/NCI	Active				
