organism_name	taxon_id	name_class	requested_by
Klattia partita	NCBITaxon:3832627	scientific name	lotus
Kleinia anteuphorbium	NCBITaxon:405104	synonym	lotus
Kleinia grandiflora	NCBITaxon:767805	scientific name	lotus
Kleinia implexa	NCBITaxon:3832638	scientific name	lotus
Kleinia kleinioides	NCBITaxon:3832640	scientific name	lotus
Kleinia madagascariensis	NCBITaxon:3128662	scientific name	lotus
Kleinia pendula	NCBITaxon:3235048	scientific name	lotus
Knautia tatarica	NCBITaxon:3832665	scientific name	lotus
Knema austrosiamensis	NCBITaxon:3832670	scientific name	lotus
Knema glauca	NCBITaxon:2979294	scientific name	lotus
Knema glomerata	NCBITaxon:3832681	scientific name	lotus
Knema pierrei	NCBITaxon:3372912	scientific name	lotus
Kniphofia flammula	NCBITaxon:3832742	scientific name	lotus
Kniphofia reynoldsii	NCBITaxon:3832752	scientific name	lotus
Koanophyllon albicaulis	NCBITaxon:1127049	synonym	lotus
Koanophyllon conglobatum	NCBITaxon:3832780	scientific name	lotus
Koanophyllon monanthum	NCBITaxon:3832825	scientific name	lotus
Koanophyllon simillimum	NCBITaxon:3832864	scientific name	lotus
Kobayasia nipponica	NCBITaxon:1419007	synonym	lotus
Kobresia myosuroides	NCBITaxon:140873	synonym	lotus
Kokoona zeylanica	NCBITaxon:1503175	scientific name	lotus
Kolobopetalum auriculatum	NCBITaxon:3832996	scientific name	lotus
Kopsia arborea	NCBITaxon:453901	scientific name	chebi_origins
Kopsia dasyrachis	NCBITaxon:3832999	scientific name	chebi_origins,lotus
Kopsia deverrei	NCBITaxon:3833000	scientific name	lotus
Kopsia grandifolia	NCBITaxon:1750995	scientific name	chebi_origins
Kopsia hainanensis	NCBITaxon:3036755	scientific name	lotus
Kopsia lapidilecta	NCBITaxon:3833001	scientific name	lotus
Kopsia larutensis	NCBITaxon:3833002	scientific name	lotus
Kopsia macrophylla	NCBITaxon:3833003	scientific name	lotus
Kopsia teoi	NCBITaxon:3833007	scientific name	lotus
Kretzschmaria deusta	NCBITaxon:110526	synonym	lotus
Krubera peregrina	NCBITaxon:3102650	scientific name	lotus
Kydia glabrescens	NCBITaxon:3025159	scientific name	lotus
Kyrsteniopsis dibollii	NCBITaxon:3833081	scientific name	lotus
Kyrtuthrix maculans	NCBITaxon:3693871	scientific name	cyanometdb,lotus
Laccocephalum tumulosum	NCBITaxon:2082149	synonym	lotus
Lactarius piperatus	NCBITaxon:71966	synonym	lotus
Lactarius volemus	NCBITaxon:71967	synonym	lotus
Lactifluus pergamenus	NCBITaxon:1032844	synonym	lotus
Lactifluus subpiperatus	NCBITaxon:2742445	scientific name	lotus
Lactifluus vellereus	NCBITaxon:152950	scientific name	lotus
Lactuca triquetra	NCBITaxon:1941389	synonym	lotus
Laennecia filaginoides	NCBITaxon:2490659	synonym	lotus
Laetia corymbulosa	NCBITaxon:3141196	synonym	lotus
Laeticutis cristata	NCBITaxon:234796	scientific name	lotus
Laetiporus miniatus	NCBITaxon:447505	synonym	lotus
Lagenidium callinectes	NCBITaxon:135480	synonym	lotus
Laggera tomentosa	NCBITaxon:3833332	scientific name	lotus
Lagochilus olgae	NCBITaxon:3386046	scientific name	lotus
Lagochilus proskorjakovii	NCBITaxon:3386047	scientific name	lotus
Lagunaria patersonii	NCBITaxon:183274	synonym	lotus
Lambertella	NCBITaxon:38462	scientific name	lotus
Laminaria japonica	NCBITaxon:88149	synonym	lotus
Laminaria saccharina	NCBITaxon:309358	synonym	lotus
Lampranthus aureus	NCBITaxon:3833409	scientific name	lotus
Lampranthus coccineus	NCBITaxon:3833411	scientific name	lotus
Lampranthus glaucoides	NCBITaxon:3157256	scientific name	lotus
Lampranthus multiradiatus	NCBITaxon:3157259	scientific name	lotus
Lampranthus peersii	NCBITaxon:3833434	scientific name	lotus
Lampranthus zeyheri	NCBITaxon:3157290	scientific name	lotus
Lannea acida	NCBITaxon:3833511	scientific name	lotus
Lannea microcarpa	NCBITaxon:3833526	scientific name	chebi_origins
Lantana radula	NCBITaxon:3833591	scientific name	lotus
Lasallia asiae-orientalis	NCBITaxon:580042	synonym	lotus
Lasianthus acuminatissimus	NCBITaxon:3833698	scientific name	lotus
Lasianthus gardneri	NCBITaxon:3833772	scientific name	lotus
Lathyrus articulatus	NCBITaxon:471141	synonym	lotus
Lathyrus chrysanthus	NCBITaxon:3833978	scientific name	lotus
Lathyrus tremolsianus	NCBITaxon:3834007	scientific name	lotus
Laumoniera bruceadelpha	NCBITaxon:3764208	synonym	lotus
Laurencia elata	NCBITaxon:3101723	synonym	lotus
Laurencia flexilis	NCBITaxon:201069	synonym	lotus
Laurencia mariannensis	NCBITaxon:689806	scientific name	lotus
Laurencia subopposita	NCBITaxon:3071698	scientific name	lotus
Lavandula gibsonii	NCBITaxon:3834052	scientific name	lotus
Lebeckia sarcophylloides	NCBITaxon:3090059	scientific name	lotus
Lecanora achariana	NCBITaxon:1518601	synonym	lotus
Lecanora novomexicana	NCBITaxon:112051	synonym	lotus
Lecanora parmelinoides	NCBITaxon:3083415	scientific name	lotus
Lecanora pinguis	NCBITaxon:2696913	synonym	lotus
Lecanora rubina	NCBITaxon:2885717	scientific name	lotus
Lecanora semipallida	NCBITaxon:1222200	synonym	lotus
Lecanora stenotropa	NCBITaxon:3113343	scientific name	lotus
Leccinum pachyderme	NCBITaxon:1325520	scientific name	lotus
Lecidella asema	NCBITaxon:2789175	scientific name	lotus
Lecythophora	NCBITaxon:79808	synonym	lotus
Ledebouria zebrina	NCBITaxon:3835278	scientific name	lotus
Ledum columbianum	NCBITaxon:1980289	synonym	lotus
Leea guineense	NCBITaxon:39334	synonym	lotus
Leea thorelii	NCBITaxon:3835311	scientific name	lotus
Leibleinia	NCBITaxon:3115833	scientific name	lotus
Leibleinia gracilis	NCBITaxon:3115834	scientific name	cyanometdb,lotus
Leionema bilobum	NCBITaxon:2981377	scientific name	lotus
Leionema coxii	NCBITaxon:2981382	scientific name	lotus
Leionema dentatum	NCBITaxon:2981383	scientific name	lotus
Leionema gracile	NCBITaxon:2981384	scientific name	lotus
Lemmaphyllum microphyllum	NCBITaxon:449854	synonym	lotus
Lentinus fasciatus	NCBITaxon:580083	synonym	lotus
Lentzea atacamensis	NCBITaxon:531938	scientific name	chebi_origins
Lenzites tricolor	NCBITaxon:76330	synonym	lotus
Leobordea carinata	NCBITaxon:2093303	scientific name	lotus
Leobordea lanceolata	NCBITaxon:2086525	scientific name	lotus
Leobordea mucronata	NCBITaxon:3089607	scientific name	lotus
Leontodon autumnalis	NCBITaxon:212686	synonym	lotus
Leontodon cichoraceus	NCBITaxon:379119	synonym	lotus
Leontodon pyrenaicus	NCBITaxon:379629	synonym	lotus
Leonurus persicus	NCBITaxon:3567877	scientific name	lotus
Lepechinia chilensis	NCBITaxon:3027714	scientific name	lotus
Lepechinia urbani	NCBITaxon:1405049	synonym	lotus
Lepidagathis fasciculata	NCBITaxon:3242062	scientific name	chebi_origins
Lepidaploa lilacina	NCBITaxon:3838476	scientific name	lotus
Lepidaploa pineticola	NCBITaxon:3838492	scientific name	lotus
Lepidium sordidum	NCBITaxon:3838619	scientific name	lotus
Lepidosperma filiforme	NCBITaxon:372294	scientific name	lotus
Lepidosperma flexuosum	NCBITaxon:3838689	scientific name	lotus
Lepidosperma lineare	NCBITaxon:3838703	scientific name	lotus
Lepidosperma neesii	NCBITaxon:3838707	scientific name	lotus
Lepidosperma pruinosum	NCBITaxon:3838717	scientific name	lotus
Lepidosperma tenue	NCBITaxon:3838726	scientific name	lotus
Lepidosperma urophorum	NCBITaxon:3838728	scientific name	lotus
Lepidosperma ustulatum	NCBITaxon:3838729	scientific name	lotus
Leptadenia hastata	NCBITaxon:156241	synonym	lotus
Leptadenia madagascariensis	NCBITaxon:3838774	scientific name	lotus
Leptocarpha rivularis	NCBITaxon:3027750	scientific name	lotus
Leptochromothrix valpauliae	NCBITaxon:2831760	scientific name	cyanometdb
Leptolyngbya foveolarum	NCBITaxon:47253	synonym	cyanometdb
Leptolyngbya sp.	NCBITaxon:47254	scientific name	cyanometdb
Leptomitaceae	NCBITaxon:3457202	scientific name	lotus
Leptosphaeria obiones	NCBITaxon:2203068	synonym	lotus
Leptothyrsa sprucei	NCBITaxon:3475394	scientific name	lotus
Lespedeza formosa	NCBITaxon:109221	synonym	lotus
Lessingianthus compactiflorus	NCBITaxon:3838915	scientific name	lotus
Lessingianthus venosissimus	NCBITaxon:3838999	scientific name	lotus
Lessonia	NCBITaxon:105411	scientific name	lotus
Lethasterias fusca	NCBITaxon:3076157	scientific name	lotus
Lethedon tannensis	NCBITaxon:3839014	scientific name	lotus
Leucania loreyi	NCBITaxon:667449	synonym	lotus
Leucanthemopsis flaveola	NCBITaxon:3839022	scientific name	lotus
Leucas nutans	NCBITaxon:3839062	scientific name	lotus
Leucas stelligera	NCBITaxon:3839080	scientific name	lotus
Leucojum autumnale	NCBITaxon:59043	synonym	lotus
Leucoptera nodosa	NCBITaxon:3840015	scientific name	lotus
Leucothoe grayana	NCBITaxon:586123	synonym	lotus
Leutea turcomanica	NCBITaxon:3091379	scientific name	lotus
Leuzea carthamoides	NCBITaxon:362630	scientific name	lotus
Leuzea centauroides	NCBITaxon:1284457	scientific name	lotus
Leuzea conifera	NCBITaxon:145817	scientific name	lotus
Leuzea longifolia	NCBITaxon:362638	scientific name	lotus
Leuzea rhapontica	NCBITaxon:1533341	scientific name	lotus
Libanothamnus occultus	NCBITaxon:1692177	synonym	lotus
Libanothamnus spectabilis	NCBITaxon:1873686	synonym	lotus
Libanothamnus tamanus	NCBITaxon:1873687	synonym	lotus
Libertia grandiflora	NCBITaxon:3403206	scientific name	lotus
Licania apetala	NCBITaxon:1272976	synonym	lotus
Licania cariae	NCBITaxon:3852314	synonym	lotus
Licania heteromorpha	NCBITaxon:123495	synonym	lotus
Licania intrapetiolaris	NCBITaxon:1671072	synonym	lotus
Licania pittieri	NCBITaxon:3840178	scientific name	lotus
Licaria aurea	NCBITaxon:3840207	scientific name	lotus
Licaria brasiliensis	NCBITaxon:3840209	scientific name	lotus
Licaria macrophylla	NCBITaxon:3126645	scientific name	lotus
Licaria polyphylla	NCBITaxon:3840250	scientific name	lotus
Ligularia fauriei	NCBITaxon:3840308	scientific name	lotus
Ligularia odontomanes	NCBITaxon:3233151	scientific name	lotus
Ligularia thomsonii	NCBITaxon:2771590	synonym	lotus
Ligularia vorobievii	NCBITaxon:3840345	scientific name	lotus
Ligusticopsis multivittata	NCBITaxon:2448751	scientific name	lotus
Ligusticum officinale	NCBITaxon:54711	synonym	lotus
Ligusticum wallichii	NCBITaxon:1508160	synonym	chebi_origins
Lilium dauricum	NCBITaxon:79000	synonym	lotus
Limadendron amazonicum	NCBITaxon:1477433	scientific name	lotus
Limadendron hostmannii	NCBITaxon:3388869	scientific name	lotus
Limnophila geoffrayi	NCBITaxon:3840427	scientific name	lotus
Limnophila heterophylla	NCBITaxon:3243283	scientific name	lotus
Limnophila indica	NCBITaxon:3128665	scientific name	lotus
Limnophila repens	NCBITaxon:3243284	scientific name	lotus
Limnophila rugosa	NCBITaxon:3243285	scientific name	lotus
Limnoraphis sp.	NCBITaxon:3100480	scientific name	cyanometdb
Limonium popovii	NCBITaxon:3840657	scientific name	lotus
Limonium ramosissimum	NCBITaxon:3840671	scientific name	lotus
Linaria arcusangeli	NCBITaxon:3840755	scientific name	lotus
Linaria kokanica	NCBITaxon:3840776	scientific name	lotus
Lindelofia anchusoides	NCBITaxon:1421735	synonym	lotus
Lindelofia stylosa	NCBITaxon:1330320	synonym	lotus
Lindera citriodora	NCBITaxon:3840841	scientific name	lotus
Lindera myrrha	NCBITaxon:3840861	scientific name	lotus
Lindera pipericarpa	NCBITaxon:3840866	scientific name	lotus
Lineus fuscoviridis	NCBITaxon:2929765	synonym	lotus
Linum boissieri	NCBITaxon:3841018	scientific name	lotus
Linum salsoloides	NCBITaxon:3841083	scientific name	lotus
Linum thracicum	NCBITaxon:3686056	scientific name	lotus
Linzia rosenii	NCBITaxon:3841105	scientific name	lotus
Liparia laevigata	NCBITaxon:3841108	scientific name	lotus
Liparis nakaharae	NCBITaxon:1237122	scientific name	lotus
Liparis nakaharai	NCBITaxon:1237122	synonym	lotus
Lipocarpha microcephala	NCBITaxon:76471	synonym	lotus
Lippia abyssinica	NCBITaxon:3841466	scientific name	lotus
Lippia alnifolia	NCBITaxon:3841468	scientific name	lotus
Lippia carviodora	NCBITaxon:3841482	scientific name	lotus
Lippia dauensis	NCBITaxon:3841488	scientific name	lotus
Lippia dulcis	NCBITaxon:542674	synonym	lotus
Lippia gracilis	NCBITaxon:1974198	scientific name	lotus
Lippia grata	NCBITaxon:3841506	scientific name	lotus
Lippia kituiensis	NCBITaxon:3841516	scientific name	lotus
Lippia multiflora	NCBITaxon:3841539	scientific name	lotus
Lippia scaberrima	NCBITaxon:3841564	scientific name	lotus
Lipschitziella heteromalla	NCBITaxon:258793	synonym	lotus
Lithocarpus irwinii	NCBITaxon:3841659	scientific name	lotus
Lithocarpus polystachyus	NCBITaxon:2518020	scientific name	chebi_origins
Lithospermum caroliniense	NCBITaxon:650306	scientific name	lotus
Lithraea caustica	NCBITaxon:2486985	scientific name	lotus
Lithrea molleoides	NCBITaxon:289720	synonym	lotus
Litogyne gariepina	NCBITaxon:3710696	scientific name	lotus
Litoria splendida	NCBITaxon:30345	synonym	lotus
Litsea calophylla	NCBITaxon:3837313	scientific name	lotus
Litsea gardneri	NCBITaxon:3837366	scientific name	lotus
Litsea laeta	NCBITaxon:3837405	scientific name	lotus
Litsea mushaensis	NCBITaxon:3740089	synonym	chebi_origins
Litsea nitida	NCBITaxon:3837441	scientific name	lotus
Litsea pedunculata	NCBITaxon:3837456	scientific name	lotus
Litsea turfosa	NCBITaxon:3837523	scientific name	lotus
Lloydia serotina	NCBITaxon:59080	synonym	lotus
Loasa placei	NCBITaxon:3836943	scientific name	lotus
Lobaria crassior	NCBITaxon:1441997	scientific name	lotus
Lobaria ferax	NCBITaxon:3453093	scientific name	lotus
Lobaria lobulifera	NCBITaxon:2713117	synonym	lotus
Lobelia berlandieri	NCBITaxon:3415704	scientific name	lotus
Lobelia hassleri	NCBITaxon:3837043	scientific name	lotus
Lobelia nummularia	NCBITaxon:368691	synonym	lotus
Lobophora variegata	NCBITaxon:157001	scientific name	lotus
Lolium pratense	NCBITaxon:4608	synonym	lotus
Lomatium parryi	NCBITaxon:3239080	scientific name	lotus
Lomelosia comosa	NCBITaxon:3841894	scientific name	lotus
Lomelosia micrantha	NCBITaxon:3713986	scientific name	lotus
Lomelosia olgae	NCBITaxon:3841907	scientific name	lotus
Lomelosia rotata	NCBITaxon:3479206	scientific name	lotus
Lomelosia variifolia	NCBITaxon:3713996	scientific name	lotus
Lonchocarpus montanus	NCBITaxon:3852809	synonym	chebi_origins
Lonchocarpus nitidus	NCBITaxon:3089699	scientific name	lotus
Lonchocarpus salvadorensis	NCBITaxon:3128864	scientific name	lotus
Lonchocarpus urucu	NCBITaxon:3713517	synonym	chebi_origins
Lonchocarpus utilis	NCBITaxon:1421005	scientific name	chebi_origins
Lonicera morrowii	NCBITaxon:255350	synonym	lotus
Lophanthus chinensis	NCBITaxon:2668598	scientific name	lotus
Lopholaena dregeana	NCBITaxon:3842059	scientific name	lotus
Lopholaena segmentata	NCBITaxon:3842065	scientific name	lotus
Lophopetalum javanicum	NCBITaxon:3776878	scientific name	lotus
Lophopetalum wallichii	NCBITaxon:3776887	scientific name	lotus
Lotononis arenicola	NCBITaxon:3842105	scientific name	lotus
Lotononis caerulescens	NCBITaxon:3842108	scientific name	lotus
Lotononis carnea	NCBITaxon:3842109	scientific name	lotus
Lotononis comptonii	NCBITaxon:3842111	scientific name	lotus
Lotononis perplexa	NCBITaxon:3842130	scientific name	lotus
Lotononis stenophylla	NCBITaxon:3842138	scientific name	lotus
Lotononis trichodes	NCBITaxon:3842141	scientific name	lotus
Lotononis wilmsii	NCBITaxon:3835468	synonym	lotus
Lotus conjugatus	NCBITaxon:3377096	scientific name	lotus
Lotus glaber	NCBITaxon:347996	synonym	lotus
Lotus hispidus	NCBITaxon:3090100	scientific name	lotus
Lotus polyphyllos	NCBITaxon:347387	synonym	lotus
Lourteigia ballotifolia	NCBITaxon:3709184	scientific name	lotus
Lourteigia microphylla	NCBITaxon:3709190	scientific name	lotus
Lourteigia stoechadifolia	NCBITaxon:3709194	scientific name	lotus
Luehea candicans	NCBITaxon:3842285	scientific name	lotus
Luisia brachystachys	NCBITaxon:3023711	scientific name	lotus
Luisia volucris	NCBITaxon:3842329	scientific name	lotus
Lunasia amara	NCBITaxon:68546	scientific name	chebi_origins
Lupinus ananeanus	NCBITaxon:3722275	scientific name	lotus
Lupinus argenteus var. argenteus	NCBITaxon:3682744	scientific name	lotus
Lupinus argenteus var. rubricaulis	NCBITaxon:3089703	scientific name	lotus
Lupinus barbiger	NCBITaxon:3842388	scientific name	lotus
Lupinus barkeri	NCBITaxon:3090110	scientific name	lotus
Lupinus evermannii	NCBITaxon:3090125	scientific name	lotus
Lupinus gredensis	NCBITaxon:3090131	scientific name	lotus
Lupinus heptaphyllus	NCBITaxon:3842470	scientific name	lotus
Lupinus holosericeus	NCBITaxon:3090137	scientific name	lotus
Lupinus kingii	NCBITaxon:3090143	scientific name	lotus
Lupinus ornatus	NCBITaxon:3090155	scientific name	lotus
Lupinus oscar-haughtii	NCBITaxon:3842533	scientific name	lotus
Lupinus polycarpus	NCBITaxon:53238	synonym	lotus
Lupinus subcarnosus	NCBITaxon:3090167	scientific name	lotus
Lupinus tassilicus	NCBITaxon:925616	synonym	lotus
Lupinus verbasciformis	NCBITaxon:3842617	scientific name	lotus
Luvunga angustifolia	NCBITaxon:3842635	scientific name	lotus
Luxemburgia nobilis	NCBITaxon:3842645	scientific name	lotus
Lychnis fulgens	NCBITaxon:1137874	synonym	lotus
Lychnocephalus sellovii	NCBITaxon:3842707	scientific name	lotus
Lychnophora blanchetii	NCBITaxon:3842727	synonym	lotus
Lychnophora markgravii	NCBITaxon:1569415	equivalent name	lotus
Lychnophora pohlii	NCBITaxon:3842721	scientific name	lotus
Lychnophora rupestris	NCBITaxon:3842723	scientific name	lotus
Lychnophora staavioides	NCBITaxon:3842726	scientific name	lotus
Lycianthes marlipoensis	NCBITaxon:3842799	scientific name	lotus
Lycium bridgesii	NCBITaxon:540826	scientific name	lotus
Lycopersicon	NCBITaxon:49274	synonym	lotus
Lycopodiella cernua	NCBITaxon:73621	synonym	lotus
Lycopodium complanatum	NCBITaxon:34168	synonym	lotus
Lycopodium dendroideum	NCBITaxon:1539865	synonym	lotus
Lycopodium fastigiatum	NCBITaxon:73628	synonym	lotus
Lycopodium obscurum	NCBITaxon:62333	synonym	lotus
Lycopodium sieboldii	NCBITaxon:73614	synonym	chebi_origins
Lycopodium tristachyum	NCBITaxon:37432	synonym	lotus
Lycopodium volubile	NCBITaxon:73631	synonym	lotus
Lycopus australis	NCBITaxon:3754322	scientific name	lotus
Lycoris guangxiensis	NCBITaxon:3799737	scientific name	lotus
Lygodium circinnatum	NCBITaxon:84615	synonym	lotus
Lyngbya aestuarii	NCBITaxon:118322	scientific name	cyanometdb
Lyngbya bouillonii	NCBITaxon:207920	synonym	cyanometdb
Lyngbya confervoides	NCBITaxon:207921	scientific name	cyanometdb
Lyngbya gracilis	NCBITaxon:3115834	synonym	lotus
Lyngbya majuscula	NCBITaxon:158786	scientific name	cyanometdb
Lyngbya polychroa	NCBITaxon:207922	scientific name	cyanometdb
Lyngbya semiplena	NCBITaxon:207923	scientific name	cyanometdb
Lyngbya sordida	NCBITaxon:748015	scientific name	cyanometdb
Lyngbya sp.	NCBITaxon:3100233	scientific name	cyanometdb
Lyngbya wollei	NCBITaxon:467598	synonym	cyanometdb
Lysiana subfalcata	NCBITaxon:3799875	scientific name	lotus
Lysimachia arvensis	NCBITaxon:4337	scientific name	lotus
Lythrum anceps	NCBITaxon:13129	synonym	lotus
Maackia fauriei	NCBITaxon:53896	synonym	lotus
Mabea excelsa	NCBITaxon:3800038	scientific name	lotus
Macaranga pleiostemon	NCBITaxon:3762876	scientific name	lotus
Macaranga vedeliana	NCBITaxon:3762922	scientific name	lotus
Macfadyena unguis-cati	NCBITaxon:73871	synonym	lotus
Machaerina huttonii	NCBITaxon:3842949	scientific name	lotus
Machaerina juncea	NCBITaxon:874446	scientific name	lotus
Machaerium mucronulatum	NCBITaxon:3842997	scientific name	chebi_origins,lotus
Machaerium nyctitans	NCBITaxon:450035	scientific name	lotus
Machilus edulis	NCBITaxon:3424187	scientific name	lotus
Machilus forrestii	NCBITaxon:325545	scientific name	lotus
Machilus glaucescens	NCBITaxon:3723522	scientific name	lotus
Machilus macranthus	NCBITaxon:3723523	scientific name	lotus
Machilus obovatifolia	NCBITaxon:325538	synonym	lotus
Maclurodendron oligophlebium	NCBITaxon:3843163	scientific name	lotus
Macrohyporia cocos	NCBITaxon:81056	synonym	lotus
