organism_name	taxon_id	name_class	requested_by
Gutierrezia sphaerocephala	NCBITaxon:3814632	scientific name	lotus
Gymnanthemum extensum	NCBITaxon:3814808	scientific name	lotus
Gymnascella hyalinospora	NCBITaxon:78596	synonym	lotus
Gymnoascus reticulatus	NCBITaxon:113397	synonym	lotus
Gymnocladus dioica	NCBITaxon:53883	synonym	lotus
Gymnodinium breve	NCBITaxon:156230	synonym	lotus
Gymnodinium lunula	NCBITaxon:2972	synonym	lotus
Gymnodinium sanguineum	NCBITaxon:143672	synonym	lotus
Gymnogongrus furcellatus	NCBITaxon:38470	synonym	lotus
Gymnospermium smirnovii	NCBITaxon:1898434	synonym	lotus
Gymnosporia acuminata	NCBITaxon:205464	synonym	lotus
Gymnosporia buchananii	NCBITaxon:3814943	scientific name	lotus
Gymnosporia confertiflora	NCBITaxon:593755	scientific name	lotus
Gymnosporia dryandri	NCBITaxon:2915321	synonym	lotus
Gymnosporia emarginata	NCBITaxon:1789567	scientific name	chebi_origins
Gymnosporia ovata	NCBITaxon:3814977	scientific name	lotus
Gymnosporia serrata	NCBITaxon:1696185	scientific name	lotus
Gymnosporia szyszylowiczii	NCBITaxon:992706	synonym	lotus
Gynoxys dielsiana	NCBITaxon:3815132	scientific name	lotus
Gynura elliptica	NCBITaxon:3815218	scientific name	lotus
Gynura scandens	NCBITaxon:3815234	scientific name	lotus
Gypsophila oldhamiana	NCBITaxon:1830165	scientific name	chebi_origins
Gyrodinium	NCBITaxon:60594	scientific name	lotus
Gyrodinium resplendens	NCBITaxon:1760868	synonym	lotus
Gyrophora esculenta	NCBITaxon:161684	synonym	lotus
Habenaria digitata	NCBITaxon:3815468	scientific name	lotus
Habranthus brachyandrus	NCBITaxon:146427	synonym	lotus
Hackelia latifolia	NCBITaxon:1288173	scientific name	lotus
Haeckeria pholidota	NCBITaxon:1284897	scientific name	lotus
Haemanthus carneus	NCBITaxon:3058980	scientific name	lotus
Haematococcus pluvialis	NCBITaxon:44745	synonym	lotus
Haematomma puniceum	NCBITaxon:3104692	scientific name	lotus
Haemodorum corymbosum	NCBITaxon:3230503	scientific name	lotus
Hakea amplexicaulis	NCBITaxon:3815947	scientific name	lotus
Hakea bakeriana	NCBITaxon:3815949	scientific name	lotus
Halenia elata	NCBITaxon:3816006	scientific name	lotus
Halichondria genitrix	NCBITaxon:3292564	scientific name	lotus
Haliclona chilensis	NCBITaxon:608184	scientific name	lotus
Haliclona lacazei	NCBITaxon:1385798	scientific name	lotus
Haliclona nigra	NCBITaxon:608312	scientific name	lotus
Haliclona tulearensis	NCBITaxon:608125	scientific name	lotus
Halimione portulacoides	NCBITaxon:376799	synonym	lotus
Halityle regularis	NCBITaxon:3055462	scientific name	lotus
Halla parthenopeia	NCBITaxon:3089405	scientific name	lotus
Halobacterium halobium	NCBITaxon:2242	synonym	lotus
Halomicronema hongdechloris	NCBITaxon:1209493	scientific name	cyanometdb
Halosarcia doleiformis	NCBITaxon:279020	synonym	lotus
Haloxylon scoparium	NCBITaxon:1665493	synonym	lotus
Haloxylon tamariscifolium	NCBITaxon:996503	synonym	lotus
Halymenia floresia	NCBITaxon:118377	synonym	lotus
Hamelia magnifolia	NCBITaxon:3816093	scientific name	lotus
Handroanthus chrysotrichus	NCBITaxon:69902	synonym	lotus
Handroanthus incanus	NCBITaxon:3816142	scientific name	lotus
Hansenula anomala	NCBITaxon:4927	scientific name	lotus
Hansfordia sinuosae	NCBITaxon:1217297	synonym	lotus
Hapalopilus nidulans	NCBITaxon:114826	synonym	lotus
Hapalosiphon delicatulus	NCBITaxon:210996	scientific name	cyanometdb
Hapalosiphon hibernicus	NCBITaxon:481449	scientific name	cyanometdb
Hapalosiphon welwitschii	NCBITaxon:162986	scientific name	cyanometdb
Haploclathra leiantha	NCBITaxon:3816184	scientific name	lotus
Haplopappus angustifolius	NCBITaxon:3816217	scientific name	lotus
Haplopappus baylahuen	NCBITaxon:3816218	scientific name	lotus
Haplopappus canescens	NCBITaxon:2907093	synonym	lotus
Haplopappus chrysanthemifolius	NCBITaxon:3051055	scientific name	lotus
Haplopappus deserticola	NCBITaxon:3816223	scientific name	lotus
Haplopappus diplopappus	NCBITaxon:3816224	scientific name	lotus
Haplopappus hirtellus	NCBITaxon:3816228	scientific name	lotus
Haplopappus integerrimus	NCBITaxon:3027741	scientific name	lotus
Haplopappus marginalis	NCBITaxon:147775	synonym	lotus
Haplopappus pulchellus	NCBITaxon:3816243	scientific name	lotus
Haplopappus remyanus	NCBITaxon:3027746	scientific name	lotus
Haplopappus rengifoanus	NCBITaxon:3816247	scientific name	lotus
Haplopappus taeda	NCBITaxon:3027748	scientific name	lotus
Haplophyllum ferganicum	NCBITaxon:3753257	scientific name	lotus
Haplophyllum multicaule	NCBITaxon:3753262	scientific name	lotus
Haplophyllum pedicellatum	NCBITaxon:3753263	scientific name	lotus
Haplophyllum rosmarinifolium	NCBITaxon:266082	synonym	lotus
Haplophyllum vulcanicum	NCBITaxon:3753269	scientific name	lotus
Haplophyton cimicidum	NCBITaxon:3753271	scientific name	lotus
Haplophyton cimicidum var. crooksii	NCBITaxon:141567	synonym	lotus
Haplostichanthus johnsonii	NCBITaxon:1255794	synonym	lotus
Haptocillium balanoides	NCBITaxon:93589	synonym	lotus
Hasteola suaveolens	NCBITaxon:422328	synonym	lotus
Hebe parviflora	NCBITaxon:163752	synonym	lotus
Hedeoma mandoniana	NCBITaxon:3816448	scientific name	lotus
Hedera	NCBITaxon:4051	scientific name	lotus
Hedera taurica	NCBITaxon:3816479	scientific name	lotus
Hedychium champasakense	NCBITaxon:2827368	scientific name	lotus
Hedychium longipetalum	NCBITaxon:3770401	scientific name	lotus
Hedyotis auricularia	NCBITaxon:462683	synonym	lotus
Hedyotis capitellata	NCBITaxon:499957	synonym	lotus
Hedyotis pruinosa	NCBITaxon:3770489	scientific name	lotus
Hedypnois cretica	NCBITaxon:268036	synonym	lotus
Hedysarum branthii	NCBITaxon:3089888	scientific name	lotus
Hedysarum coronarium	NCBITaxon:299721	synonym	lotus
Hedysarum sachalinense	NCBITaxon:3816539	scientific name	lotus
Hedysarum sajanicum	NCBITaxon:3816540	scientific name	lotus
Hedysarum setigerum	NCBITaxon:2023785	scientific name	lotus
Heisteria nitida	NCBITaxon:3816578	scientific name	lotus
Helianthus lehmannii	NCBITaxon:1048905	synonym	lotus
Helianthus petiolaris var. canescens	NCBITaxon:74145	synonym	lotus
Helichrysum albirosulatum	NCBITaxon:3162147	scientific name	lotus
Helichrysum argyrolepis	NCBITaxon:3030056	scientific name	lotus
Helichrysum athrixiifolium	NCBITaxon:3030057	scientific name	lotus
Helichrysum bracteiferum	NCBITaxon:3030062	scientific name	lotus
Helichrysum cameroonense	NCBITaxon:3030065	scientific name	lotus
Helichrysum coriaceum	NCBITaxon:3030069	scientific name	lotus
Helichrysum decorum	NCBITaxon:3030072	scientific name	lotus
Helichrysum drakensbergense	NCBITaxon:3030076	scientific name	lotus
Helichrysum gymnocomum	NCBITaxon:3030087	scientific name	lotus
Helichrysum harveyanum	NCBITaxon:3030088	scientific name	lotus
Helichrysum heterolasium	NCBITaxon:3030090	scientific name	lotus
Helichrysum hyphocephalum	NCBITaxon:3162091	scientific name	lotus
Helichrysum krebsianum	NCBITaxon:3030097	scientific name	lotus
Helichrysum luteoalbum	NCBITaxon:59425	synonym	lotus
Helichrysum moeserianum	NCBITaxon:3030113	scientific name	lotus
Helichrysum nanum	NCBITaxon:3030116	scientific name	lotus
Helichrysum nitens	NCBITaxon:3030118	scientific name	lotus
Helichrysum nudifolium var. nudifolium	NCBITaxon:3119074	scientific name	lotus
Helichrysum nudifolium var. oxyphyllum	NCBITaxon:3030042	scientific name	lotus
Helichrysum nudifolium var. pilosellum	NCBITaxon:3119075	scientific name	lotus
Helichrysum oocephalum	NCBITaxon:3132128	scientific name	lotus
Helichrysum pedunculatum	NCBITaxon:3162086	scientific name	lotus
Helichrysum revolutum	NCBITaxon:2584535	scientific name	lotus
Helichrysum rotundatum	NCBITaxon:3162081	scientific name	lotus
Helichrysum subfalcatum	NCBITaxon:3030136	scientific name	lotus
Helichrysum subglomeratum	NCBITaxon:3030137	scientific name	lotus
Helichrysum tenuiculum	NCBITaxon:3162061	scientific name	lotus
Helichrysum tenuifolium	NCBITaxon:3030141	scientific name	lotus
Helichrysum thapsus	NCBITaxon:3030143	scientific name	lotus
Helicteres hirsuta	NCBITaxon:1489665	scientific name	chebi_origins
Helinus ovatus	NCBITaxon:3089893	scientific name	lotus
Heliotropium acutiflorum	NCBITaxon:2764649	scientific name	lotus
Heliotropium bovei	NCBITaxon:3816775	scientific name	lotus
Heliotropium bracteatum	NCBITaxon:2860759	synonym	lotus
Heliotropium circinatum	NCBITaxon:3816782	scientific name	lotus
Heliotropium crassifolium	NCBITaxon:244094	scientific name	lotus
Heliotropium disciforme	NCBITaxon:3816788	scientific name	lotus
Heliotropium dissitiflorum	NCBITaxon:3816789	scientific name	lotus
Heliotropium esfandiarii	NCBITaxon:3816795	scientific name	lotus
Heliotropium keralense	NCBITaxon:3031181	scientific name	lotus
Heliotropium maris-mortui	NCBITaxon:3816833	scientific name	lotus
Heliotropium olgae	NCBITaxon:3816841	scientific name	lotus
Heliotropium racemosum	NCBITaxon:1799586	synonym	lotus
Heliotropium rotundifolium	NCBITaxon:3816859	scientific name	lotus
Heliotropium sarmentosum	NCBITaxon:3816867	scientific name	lotus
Helipterum floribundum	NCBITaxon:2529049	synonym	lotus
Helix aspersa	NCBITaxon:6535	synonym	lotus
Helminthosporium maydis	NCBITaxon:5016	synonym	lotus
Helogyne apaloidea	NCBITaxon:3709170	scientific name	lotus
Helogyne hutchisonii	NCBITaxon:3709173	scientific name	lotus
Hemsleya dolichocarpa	NCBITaxon:3817074	scientific name	lotus
Heptaptera anatolica	NCBITaxon:3818724	scientific name	lotus
Heptaptera triquetra	NCBITaxon:3818728	scientific name	lotus
Heracleum lanatum	NCBITaxon:40918	synonym	lotus
Heracleum pinnatum	NCBITaxon:376875	synonym	lotus
Heracleum pyrenaicum	NCBITaxon:489412	synonym	lotus
Heritiera ornithocephala	NCBITaxon:3818788	scientific name	lotus
Herniaria fontanesii	NCBITaxon:3752918	scientific name	lotus
Herniaria mauritanica	NCBITaxon:3752925	scientific name	lotus
Herniaria polygama	NCBITaxon:3752934	scientific name	lotus
Herrania balaensis	NCBITaxon:3133873	scientific name	lotus
Hesperantha falcata	NCBITaxon:3809291	scientific name	lotus
Hesperozygis ringens	NCBITaxon:3809266	scientific name	lotus
Heterocondylus didymus	NCBITaxon:3818997	scientific name	lotus
Heterodermia domingensis	NCBITaxon:3384073	scientific name	lotus
Heterodermia galactophylla	NCBITaxon:1301572	synonym	lotus
Heteronema erecta	NCBITaxon:279628	synonym	lotus
Heteropappus altaicus	NCBITaxon:983245	synonym	lotus
Heterophragma quadriloculare	NCBITaxon:3819022	scientific name	lotus
Heteropolygonatum alte-lobatum	NCBITaxon:1618030	scientific name	lotus
Heterosigma	NCBITaxon:2828	scientific name	lotus
Hexastylis arifolia	NCBITaxon:76093	synonym	lotus
Hexastylis virginica	NCBITaxon:76095	synonym	lotus
Hibiscus elatus	NCBITaxon:343497	synonym	lotus
Hibiscus huegelii	NCBITaxon:183225	synonym	lotus
Hibiscus liliastrum	NCBITaxon:3749491	scientific name	lotus
Hibiscus palustris	NCBITaxon:241599	synonym	lotus
Hieracium coloriscapum	NCBITaxon:3820474	scientific name	lotus
Hieracium guentheri-beckii	NCBITaxon:3821259	scientific name	lotus
Hijmania angusticornis	NCBITaxon:2604972	scientific name	lotus
Hijmania turbinata	NCBITaxon:3453197	scientific name	lotus
Hilliardiella hirsuta	NCBITaxon:3824270	scientific name	lotus
Hilliardiella smithiana	NCBITaxon:3824271	scientific name	lotus
Hilliardiella sutherlandii	NCBITaxon:3824272	scientific name	lotus
Himalaiella deltoidea	NCBITaxon:243811	synonym	lotus
Himalrandia tetrasperma	NCBITaxon:3824274	scientific name	lotus
Himatanthus phagedaenicus	NCBITaxon:3824276	scientific name	lotus
Himatanthus sucuuba	NCBITaxon:872002	scientific name	lotus
Hippeastrum morelianum	NCBITaxon:1263218	scientific name	chebi_origins
Hoehnephytum imbricatum	NCBITaxon:3824701	scientific name	lotus
Hoffmannanthus abbotianus	NCBITaxon:3708955	scientific name	lotus
Hoffmannia strigillosa	NCBITaxon:3824774	scientific name	lotus
Hohenbuehelia horakii	NCBITaxon:3071139	scientific name	lotus
Hohenbuehelia serotina	NCBITaxon:40488	synonym	lotus
Holarrhena mitis	NCBITaxon:3824833	scientific name	lotus
Holocarpha macradenia	NCBITaxon:3753312	scientific name	lotus
Holocarpha obconica	NCBITaxon:3753313	scientific name	lotus
Homalanthus acuminatus	NCBITaxon:3824878	scientific name	lotus
Homalium guillainii	NCBITaxon:3824940	scientific name	lotus
Homalium longifolium	NCBITaxon:3824955	scientific name	lotus
Homalocladium platycladum	NCBITaxon:106205	synonym	lotus
Homalothecium lutescens	NCBITaxon:184650	scientific name	lotus
Homo sapiens	NCBITaxon:9606	scientific name	bindingdb,chebi_origins
Homoranthus biflorus	NCBITaxon:3825167	scientific name	lotus
Homoranthus binghiensis	NCBITaxon:3825168	scientific name	lotus
Homoranthus cernuus	NCBITaxon:3825171	scientific name	lotus
Homoranthus croftianus	NCBITaxon:3825174	scientific name	lotus
Homoranthus decasetus	NCBITaxon:3825176	scientific name	lotus
Homoranthus decumbens	NCBITaxon:3825177	scientific name	lotus
Homoranthus flavescens	NCBITaxon:3825179	scientific name	lotus
Homoranthus floydii	NCBITaxon:3825180	scientific name	lotus
Homoranthus homoranthoides	NCBITaxon:3825181	scientific name	lotus
Homoranthus lunatus	NCBITaxon:3825183	scientific name	lotus
Homoranthus melanostictus	NCBITaxon:3825184	scientific name	lotus
Homoranthus montanus	NCBITaxon:3825185	scientific name	lotus
Homoranthus papillatus	NCBITaxon:3825186	scientific name	lotus
Homoranthus porteri	NCBITaxon:3825187	scientific name	lotus
Homoranthus prolixus	NCBITaxon:3825188	scientific name	lotus
Homoranthus virgatus	NCBITaxon:3049590	scientific name	lotus
Homoranthus wilhelmii	NCBITaxon:3825191	scientific name	lotus
Homoranthus zeteticorum	NCBITaxon:3825192	scientific name	lotus
Hopea malibato	NCBITaxon:3825229	scientific name	lotus
Hordeum distichon	NCBITaxon:1288821	synonym	lotus
Hormoscilla sp.	NCBITaxon:3100402	scientific name	cyanometdb
Hormoscilla spongeliae	NCBITaxon:190968	scientific name	cyanometdb
Hormothamnion enteromorphoides	NCBITaxon:3680572	synonym	cyanometdb,lotus
Hornschuchia obliqua	NCBITaxon:2949187	scientific name	lotus
Hortia brasiliana	NCBITaxon:549435	synonym	lotus
Hortia regia	NCBITaxon:3825387	scientific name	lotus
Hortonia angustifolia	NCBITaxon:3825389	scientific name	lotus
Hortonia ovalifolia	NCBITaxon:74875	synonym	lotus
Hovea parvicalyx	NCBITaxon:3770538	scientific name	lotus
Hovenia tomentella	NCBITaxon:3770546	scientific name	lotus
Hoya bandaensis	NCBITaxon:3770569	scientific name	lotus
Hubera cerasoides	NCBITaxon:235797	synonym	lotus
Hubera nitidissima	NCBITaxon:1271594	synonym	lotus
Hubera pendula	NCBITaxon:235809	synonym	lotus
Hugonia tomentosa	NCBITaxon:3825515	scientific name	lotus
Humata pectinata	NCBITaxon:1144422	synonym	lotus
Humicola subspiralis	NCBITaxon:2074845	synonym	lotus
Hunteria camerunensis	NCBITaxon:3825581	scientific name	lotus
Huperzia intermedia	NCBITaxon:2137709	synonym	lotus
Huperzia javanica	NCBITaxon:384043	synonym	lotus
Huperzia kunmingensis	NCBITaxon:3109613	scientific name	lotus
Hyacinthus litwinovii	NCBITaxon:208720	synonym	lotus
Hyattella cavernosa	NCBITaxon:3293048	scientific name	lotus
Hydnocarpus alpinus	NCBITaxon:3825646	scientific name	lotus
Hydnocarpus castaneus	NCBITaxon:467743	scientific name	lotus
Hydnocarpus kurzii	NCBITaxon:3240908	scientific name	lotus
Hydnocarpus octandrus	NCBITaxon:3825659	scientific name	lotus
Hydnocarpus pentandrus	NCBITaxon:3404954	scientific name	lotus
Hydrocoleum majus	NCBITaxon:933340	synonym	cyanometdb
Hydropisphaera fusigera	NCBITaxon:905824	synonym	lotus
Hygrophila erecta	NCBITaxon:3825876	scientific name	lotus
Hylocereus undatus	NCBITaxon:176265	synonym	lotus
Hylotelephium caucasicum	NCBITaxon:596346	scientific name	lotus
Hymeniacidon perleve	NCBITaxon:177573	synonym	lotus
Hymeniacidon sanguinea	NCBITaxon:177573	synonym	lotus
Hymenidium densiflorum	NCBITaxon:3825961	scientific name	lotus
Hymenocallis sonorensis	NCBITaxon:3825990	scientific name	lotus
Hymenomonas	NCBITaxon:418936	scientific name	lotus
Hymenoscyphus epiphyllus	NCBITaxon:1490151	synonym	lotus
Hymenoscyphus pseudoalbidus	NCBITaxon:746836	synonym	lotus
Hymenoxys brachyactis	NCBITaxon:3826076	scientific name	lotus
Hymenoxys insignis	NCBITaxon:3826079	scientific name	lotus
Hymenoxys robusta	NCBITaxon:3826084	scientific name	lotus
Hymenoxys rusbyi	NCBITaxon:3826085	scientific name	lotus
Hyoscyamus tibesticus	NCBITaxon:3776680	scientific name	lotus
Hypecoum lactiflorum	NCBITaxon:3044018	scientific name	lotus
Hyperbaena columbica	NCBITaxon:3826105	scientific name	lotus
Hyperbaena valida	NCBITaxon:3826115	scientific name	lotus
Hypericum amblycalyx	NCBITaxon:1321320	synonym	lotus
Hypericum aucheri	NCBITaxon:1321321	scientific name	chebi_origins
Hypericum caprifoliatum	NCBITaxon:3826152	scientific name	lotus
Hypericum cerastoides	NCBITaxon:268982	synonym	lotus
Hypericum chinense	NCBITaxon:1692142	scientific name	chebi_origins
Hypericum choisianum	NCBITaxon:268984	synonym	lotus
Hypericum cohaerens	NCBITaxon:3826159	scientific name	lotus
Hypericum formosissimum	NCBITaxon:3826181	scientific name	lotus
Hypericum hyssopifolium	NCBITaxon:1136984	scientific name	chebi_origins
Hypericum jovis	NCBITaxon:3826206	scientific name	lotus
Hypericum kingdonii	NCBITaxon:3826212	scientific name	lotus
Hypericum mysorense	NCBITaxon:1234818	scientific name	lotus
Hypericum mysurense	NCBITaxon:3479978	scientific name	lotus
Hypericum scabrum	NCBITaxon:1137022	scientific name	chebi_origins
Hypericum styphelioides	NCBITaxon:3826287	scientific name	chebi_origins,lotus
Hypericum subalatum	NCBITaxon:3826288	scientific name	lotus
Hypericum umbellatum	NCBITaxon:1851371	scientific name	lotus
Hyphear kaoi	NCBITaxon:1248967	synonym	lotus
Hyphozyma lignicola	NCBITaxon:177195	synonym	lotus
Hypochoeris	NCBITaxon:58643	synonym	lotus
Hypochoeris radicata	NCBITaxon:58656	synonym	lotus
Hypocrea	NCBITaxon:5543	synonym	lotus
Hypocrea pachybasioides	NCBITaxon:40695	synonym	lotus
Hypocrea vinosa	NCBITaxon:398674	synonym	lotus
Hypodematium squamuloso-pilosum	NCBITaxon:2488282	synonym	lotus
Hypogymnia imshaugii var. inactiva	NCBITaxon:541052	synonym	lotus
Hypolytrum hainanense	NCBITaxon:3826518	scientific name	lotus
Hypopitys monotropa	NCBITaxon:176248	synonym	lotus
Hypotrachyna bonariensis	NCBITaxon:3046171	scientific name	lotus
Hypoxis acuminata	NCBITaxon:3826554	scientific name	lotus
Hypoxis multiceps	NCBITaxon:3826590	scientific name	lotus
Hypoxylon deustum	NCBITaxon:110526	synonym	lotus
Hypoxylon submonticulosum	NCBITaxon:152308	synonym	lotus
Hyptis dilatata	NCBITaxon:3826662	scientific name	lotus
Hyptis emoryi	NCBITaxon:260635	synonym	lotus
Hyptis mutabilis	NCBITaxon:996322	synonym	lotus
Hyptis pectinata	NCBITaxon:986232	synonym	lotus
Hyptis suaveolens	NCBITaxon:204129	synonym	lotus
Hyptis tomentosa	NCBITaxon:1140079	synonym	lotus
Ichthyothere connata	NCBITaxon:3826788	scientific name	lotus
Ilex amplifolia	NCBITaxon:3826829	scientific name	lotus
Ilex belizensis	NCBITaxon:3826846	scientific name	lotus
Ilex diuretica	NCBITaxon:3826890	scientific name	lotus
Ilex guayusa	NCBITaxon:872003	scientific name	lotus
Ilex kudingcha	NCBITaxon:1006183	synonym	lotus
Ilex oblonga	NCBITaxon:2033754	scientific name	chebi_origins
Ilex ovalis	NCBITaxon:3827022	scientific name	lotus
Ilex psammophila	NCBITaxon:3827045	scientific name	lotus
Ilex pseudovaccinium	NCBITaxon:3827051	scientific name	lotus
Ilex sideroxyloides	NCBITaxon:3827077	scientific name	lotus
Ilex tectonica	NCBITaxon:3827099	scientific name	lotus
Ilex theezans	NCBITaxon:185555	synonym	lotus
Illicium merrillianum	NCBITaxon:3827178	scientific name	lotus
Ilyonectria radicicola	NCBITaxon:64609	synonym	lotus
Imleria badia	NCBITaxon:36058	scientific name	lotus
Imperatoria ostruthium	NCBITaxon:52477	synonym	lotus
Indigofera longeracemosa	NCBITaxon:198892	synonym	lotus
Indigofera pilosa	NCBITaxon:3089969	scientific name	lotus
Indigofera tsiangiana	NCBITaxon:3828094	scientific name	lotus
Inga feuilleei	NCBITaxon:486058	synonym	lotus
Inga longispica	NCBITaxon:3090005	scientific name	lotus
Inocybe coelestium	NCBITaxon:3160855	scientific name	lotus
Inula britannica	NCBITaxon:119176	synonym	lotus
Inula crithmoides	NCBITaxon:119182	synonym	lotus
Inula hupehensis	NCBITaxon:1805964	scientific name	chebi_origins
Inula indica	NCBITaxon:441203	synonym	lotus
Inula multicaulis	NCBITaxon:3828226	scientific name	lotus
Inula saxatilis	NCBITaxon:119175	synonym	lotus
Inula verbascifolia	NCBITaxon:313946	scientific name	lotus
Inulanthera montana	NCBITaxon:3828248	scientific name	lotus
Inulanthera nuda	NCBITaxon:3828249	scientific name	lotus
Inulanthera thodei	NCBITaxon:3828251	scientific name	lotus
Inulanthera tridens	NCBITaxon:3828252	scientific name	lotus
Iodina rhombifolia	NCBITaxon:350583	synonym	lotus
Iotrochota purpurea	NCBITaxon:2561935	scientific name	lotus
Iphiona grantioides	NCBITaxon:2052343	scientific name	lotus
Ipomoea fistulosa	NCBITaxon:693375	synonym	lotus
Ipomoea stolonifera	NCBITaxon:89646	synonym	lotus
Ipomoea turbinata	NCBITaxon:231710	synonym	lotus
Iresine lindenii	NCBITaxon:270120	synonym	lotus
Iridomyrmex conifer	NCBITaxon:610601	scientific name	lotus
Iris cengialti	NCBITaxon:1533148	synonym	lotus
Iris crocea	NCBITaxon:3828568	scientific name	lotus
Iris kashmiriana	NCBITaxon:3828578	scientific name	chebi_origins,lotus
Iris pseudopumila	NCBITaxon:2050662	scientific name	chebi_origins
Irpex consors	NCBITaxon:76333	synonym	lotus
Irpiciporus pachyodon	NCBITaxon:2650729	synonym	lotus
Iryanthera coriacea	NCBITaxon:3828624	scientific name	lotus
Iryanthera elliptica	NCBITaxon:1079061	scientific name	lotus
Iryanthera grandis	NCBITaxon:3828627	scientific name	lotus
Iryanthera juruensis	NCBITaxon:3126644	scientific name	lotus
Iryanthera laevis	NCBITaxon:1076881	scientific name	lotus
Iryanthera megistophylla	NCBITaxon:3828630	scientific name	lotus
Iryanthera paraensis	NCBITaxon:1569004	scientific name	lotus
Iryanthera polyneura	NCBITaxon:3828634	scientific name	lotus
Isaria cicadae	NCBITaxon:218633	synonym	lotus
Isaria tenuipes	NCBITaxon:45847	synonym	lotus
Isatis costata	NCBITaxon:1439905	scientific name	chebi_origins
Ismene	NCBITaxon:112560	scientific name	lotus
Isocarpha atriplicifolia	NCBITaxon:3776829	scientific name	lotus
Isocoma coronopifolia	NCBITaxon:3776841	scientific name	lotus
Isodon eriocalyx	NCBITaxon:662907	scientific name	chebi_origins
Isodon henryi	NCBITaxon:1237717	scientific name	chebi_origins
Isodon liangshanicus	NCBITaxon:3390428	scientific name	lotus
Isolatocereus dumortieri	NCBITaxon:867529	synonym	lotus
Isotrema fangchi	NCBITaxon:425107	synonym	lotus
Itea amoena	NCBITaxon:3787050	scientific name	lotus
Itea indochinensis	NCBITaxon:3787078	scientific name	lotus
Itea nutans	NCBITaxon:3787073	scientific name	lotus
Iva hayesiana	NCBITaxon:3828793	scientific name	lotus
Ixeris sonchifolia	NCBITaxon:77563	synonym	lotus
Ixora foetida	NCBITaxon:3829060	scientific name	lotus
Jaborosa araucana	NCBITaxon:3829355	scientific name	lotus
Jacaranda caucana	NCBITaxon:3829359	scientific name	lotus
Jacobaea candida	NCBITaxon:3829427	scientific name	lotus
Jacobaea morrisonensis	NCBITaxon:2803535	scientific name	lotus
Jacobaea pancicii	NCBITaxon:189245	synonym	lotus
Jacobaea renardii	NCBITaxon:3829439	scientific name	lotus
Jacquinia pungens	NCBITaxon:1841235	synonym	lotus
Jamesoniella autumnalis	NCBITaxon:53015	synonym	lotus
Jasminum humile	NCBITaxon:126430	synonym	lotus
Jasminum urophyllum	NCBITaxon:3163194	scientific name	lotus
Jateorhiza palmata	NCBITaxon:3829647	scientific name	lotus
Jatropha chevalieri	NCBITaxon:3829667	scientific name	lotus
Jatropha divaricata	NCBITaxon:3829681	scientific name	lotus
Jatropha grossidentata	NCBITaxon:3366561	scientific name	lotus
Jatropha macrorhiza	NCBITaxon:3829708	scientific name	lotus
Jatropha mahafalensis	NCBITaxon:3829709	scientific name	lotus
Jatropha neopauciflora	NCBITaxon:3829722	scientific name	lotus
Jatropha variegata	NCBITaxon:3829771	scientific name	lotus
Jatropha weddeliana	NCBITaxon:3829777	scientific name	lotus
Jefea phyllocephala	NCBITaxon:3829780	scientific name	lotus
Jessea megaphylla	NCBITaxon:3829788	scientific name	lotus
Jubula japonica	NCBITaxon:203668	synonym	lotus
Julella avicenniae	NCBITaxon:193131	synonym	lotus
Junellia spissa	NCBITaxon:3830032	scientific name	lotus
Jungermannia comata	NCBITaxon:1527725	synonym	lotus
Jungermannia hyalina	NCBITaxon:389507	synonym	lotus
Jungermannia truncata	NCBITaxon:1527748	synonym	lotus
Jungia axillaris	NCBITaxon:3830043	scientific name	lotus
Jungia stuebelii	NCBITaxon:3830061	scientific name	lotus
Juniperus communis var. montana	NCBITaxon:244309	synonym	lotus
Juniperus gamboana	NCBITaxon:884037	synonym	lotus
Juniperus polycarpos var. seravschanica	NCBITaxon:993107	synonym	lotus
Justicia buchii	NCBITaxon:3830218	scientific name	lotus
Justicia canbyi	NCBITaxon:3830229	scientific name	lotus
Justicia glauca	NCBITaxon:3839103	scientific name	lotus
Justicia secunda	NCBITaxon:3791484	synonym	lotus
Justicia sessilis	NCBITaxon:3791486	synonym	lotus
Justicia tranquebariensis	NCBITaxon:3839105	scientific name	lotus
Kadsura heteroclita	NCBITaxon:124781	scientific name	chebi_origins
Kadsura interior	NCBITaxon:2126358	scientific name	chebi_origins
Kadsura philippinensis	NCBITaxon:1652688	scientific name	chebi_origins
Kadsura renchangiana	NCBITaxon:3832132	scientific name	lotus
Kadsura verrucosa	NCBITaxon:3832133	scientific name	lotus
Kalanchoe ceratophylla	NCBITaxon:3391070	scientific name	lotus
Kalanchoe integra	NCBITaxon:3390896	scientific name	lotus
Kalanchoe tubiflora	NCBITaxon:84209	synonym	lotus
Kartalinia acaulis	NCBITaxon:1888360	scientific name	lotus
Karwinskia mollis	NCBITaxon:3090034	scientific name	lotus
Karwinskia parvifolia	NCBITaxon:106683	synonym	lotus
Karwinskia subcordata	NCBITaxon:3090036	scientific name	lotus
Kermadecia rotundifolia	NCBITaxon:2994405	scientific name	lotus
Khaya grandifoliola	NCBITaxon:859838	scientific name	chebi_origins
Kibatalia laurifolia	NCBITaxon:1489671	scientific name	chebi_origins
Kibatalia maingayi	NCBITaxon:3832544	scientific name	lotus
Kielmeyera rubriflora	NCBITaxon:3832586	scientific name	lotus
