identifier	np_pathway	slug	path
naturalproductmech:mibig-5e7bce85a3	UNCLASSIFIED	microtermolide-a	data/natural_products/unclassified/microtermolide-a.yaml
naturalproductmech:mibig-5e7f0cb2fc	TERPENOIDS	merochlorin-b	data/natural_products/terpenoids/merochlorin-b.yaml
naturalproductmech:mibig-5e815badc9	POLYKETIDES	amphi-enterobactin-2	data/natural_products/polyketides/amphi-enterobactin-2.yaml
naturalproductmech:mibig-5ee35e8818	POLYKETIDES	formicamycin-l	data/natural_products/polyketides/formicamycin-l.yaml
naturalproductmech:mibig-5ee5852d29	TERPENOIDS	ent-quiannulatene	data/natural_products/terpenoids/ent-quiannulatene.yaml
naturalproductmech:mibig-5f090fb477	AMINO_ACIDS_AND_PEPTIDES	sandarazol-a	data/natural_products/amino_acids_and_peptides/sandarazol-a.yaml
naturalproductmech:mibig-5f0ecf1049	UNCLASSIFIED	tolaasin-a	data/natural_products/unclassified/tolaasin-a.yaml
naturalproductmech:mibig-5f226348c7	POLYKETIDES	cervinomycin-b3	data/natural_products/polyketides/cervinomycin-b3.yaml
naturalproductmech:mibig-5f24f2f1e9	POLYKETIDES	chalcomycin-a	data/natural_products/polyketides/chalcomycin-a.yaml
naturalproductmech:mibig-5f2fad2a0d	POLYKETIDES	chaxamycin-a	data/natural_products/polyketides/chaxamycin-a.yaml
naturalproductmech:mibig-5f38ad57e1	POLYKETIDES	4-methyl-5-dimethyltetradecahexaene-ketolactone	data/natural_products/polyketides/4-methyl-5-dimethyltetradecahexaene-ketolactone.yaml
naturalproductmech:mibig-5f48a4a219	POLYKETIDES	neoabyssomicin-b	data/natural_products/polyketides/neoabyssomicin-b.yaml
naturalproductmech:mibig-5f5b21736b	POLYKETIDES	ll-d49194-2	data/natural_products/polyketides/ll-d49194-2.yaml
naturalproductmech:mibig-5f5b82a5ad	AMINO_ACIDS_AND_PEPTIDES	a50926-a	data/natural_products/amino_acids_and_peptides/a50926-a.yaml
naturalproductmech:mibig-5f6e775235	UNCLASSIFIED	n-tetradecanoyl-tyrosine	data/natural_products/unclassified/n-tetradecanoyl-tyrosine.yaml
naturalproductmech:mibig-5f9bdf228e	ALKALOIDS	methylpendolmycin	data/natural_products/alkaloids/methylpendolmycin.yaml
naturalproductmech:mibig-5fb9c4200c	UNCLASSIFIED	sartorypyrone-a	data/natural_products/unclassified/sartorypyrone-a.yaml
naturalproductmech:mibig-5fba30a40d	ALKALOIDS	jomthonic-acid-a	data/natural_products/alkaloids/jomthonic-acid-a.yaml
naturalproductmech:mibig-5fbc59612b	ALKALOIDS	distamycin	data/natural_products/alkaloids/distamycin.yaml
naturalproductmech:mibig-5fc8c318a5	AMINO_ACIDS_AND_PEPTIDES	catenulipeptin	data/natural_products/amino_acids_and_peptides/catenulipeptin.yaml
naturalproductmech:mibig-5ff806da31	AMINO_ACIDS_AND_PEPTIDES	leucinostatin-a	data/natural_products/amino_acids_and_peptides/leucinostatin-a.yaml
naturalproductmech:mibig-5ffdb106c9	UNCLASSIFIED	penitrem-b	data/natural_products/unclassified/penitrem-b.yaml
naturalproductmech:mibig-60464d2174	SHIKIMATES_AND_PHENYLPROPANOIDS	s2502	data/natural_products/shikimates_and_phenylpropanoids/s2502.yaml
naturalproductmech:mibig-6052c4ede5	ALKALOIDS	jbir-126	data/natural_products/alkaloids/jbir-126.yaml
naturalproductmech:mibig-605f87f2a1	ALKALOIDS	collismycin-a	data/natural_products/alkaloids/collismycin-a.yaml
naturalproductmech:mibig-6082a51bc7	ALKALOIDS	brabantamide-a	data/natural_products/alkaloids/brabantamide-a.yaml
naturalproductmech:mibig-608a44baf3	TERPENOIDS	pactamycin	data/natural_products/terpenoids/pactamycin.yaml
naturalproductmech:mibig-608c9f67f5	ALKALOIDS	borregomycin-c	data/natural_products/alkaloids/borregomycin-c.yaml
naturalproductmech:mibig-6099a8c4b7	POLYKETIDES	myxalamid-c	data/natural_products/polyketides/myxalamid-c.yaml
naturalproductmech:mibig-609ad36fc0	UNCLASSIFIED	dehydrodidemnin-b-aplidine	data/natural_products/unclassified/dehydrodidemnin-b-aplidine.yaml
naturalproductmech:mibig-60a30506a8	AMINO_ACIDS_AND_PEPTIDES	microviridin-n9	data/natural_products/amino_acids_and_peptides/microviridin-n9.yaml
naturalproductmech:mibig-60a41ce3ef	AMINO_ACIDS_AND_PEPTIDES	clarexpoxcin-d	data/natural_products/amino_acids_and_peptides/clarexpoxcin-d.yaml
naturalproductmech:mibig-60b8e075e3	ALKALOIDS	cj-16-173	data/natural_products/alkaloids/cj-16-173.yaml
naturalproductmech:mibig-60bde117a0	UNCLASSIFIED	linearmycin-c	data/natural_products/unclassified/linearmycin-c.yaml
naturalproductmech:mibig-60cb6674be	ALKALOIDS	carquinostatin-b	data/natural_products/alkaloids/carquinostatin-b.yaml
naturalproductmech:mibig-60d55edbf6	AMINO_ACIDS_AND_PEPTIDES	fosfazinomycin-b	data/natural_products/amino_acids_and_peptides/fosfazinomycin-b.yaml
naturalproductmech:mibig-60e3158633	POLYKETIDES	a-factor	data/natural_products/polyketides/a-factor.yaml
naturalproductmech:mibig-60e82eb8cc	UNCLASSIFIED	5-epimacrophorin-b	data/natural_products/unclassified/5-epimacrophorin-b.yaml
naturalproductmech:mibig-60ee34b437	POLYKETIDES	alkylpyrone-393	data/natural_products/polyketides/alkylpyrone-393.yaml
naturalproductmech:mibig-6112bc1e65	ALKALOIDS	chrysogine	data/natural_products/alkaloids/chrysogine.yaml
naturalproductmech:mibig-611430770e	UNCLASSIFIED	4-oxomacrophorin-a	data/natural_products/unclassified/4-oxomacrophorin-a.yaml
naturalproductmech:mibig-614271807d	POLYKETIDES	67-121c	data/natural_products/polyketides/67-121c.yaml
naturalproductmech:mibig-6144958566	AMINO_ACIDS_AND_PEPTIDES	saccharochelin-f	data/natural_products/amino_acids_and_peptides/saccharochelin-f.yaml
naturalproductmech:mibig-614b58160d	AMINO_ACIDS_AND_PEPTIDES	syringolin-a	data/natural_products/amino_acids_and_peptides/syringolin-a.yaml
naturalproductmech:mibig-616ced843c	POLYKETIDES	homopamamycin-677a	data/natural_products/polyketides/homopamamycin-677a.yaml
naturalproductmech:mibig-617f820d7d	AMINO_ACIDS_AND_PEPTIDES	puwainaphycin-b	data/natural_products/amino_acids_and_peptides/puwainaphycin-b.yaml
naturalproductmech:mibig-619480541f	SHIKIMATES_AND_PHENYLPROPANOIDS	clorobiocin	data/natural_products/shikimates_and_phenylpropanoids/clorobiocin.yaml
naturalproductmech:mibig-61ad57fcdb	POLYKETIDES	catenulisporolide-d	data/natural_products/polyketides/catenulisporolide-d.yaml
naturalproductmech:mibig-61bdf59932	POLYKETIDES	fluostatin-j	data/natural_products/polyketides/fluostatin-j.yaml
naturalproductmech:mibig-621da78626	POLYKETIDES	clifednamide-h	data/natural_products/polyketides/clifednamide-h.yaml
naturalproductmech:mibig-621de6c792	POLYKETIDES	fluostatin-o	data/natural_products/polyketides/fluostatin-o.yaml
naturalproductmech:mibig-624e16ed1d	AMINO_ACIDS_AND_PEPTIDES	cryptomaldamide	data/natural_products/amino_acids_and_peptides/cryptomaldamide.yaml
naturalproductmech:mibig-62829bd040	AMINO_ACIDS_AND_PEPTIDES	pacidamycin-5	data/natural_products/amino_acids_and_peptides/pacidamycin-5.yaml
naturalproductmech:mibig-6295b1addd	TERPENOIDS	brevione-e	data/natural_products/terpenoids/brevione-e.yaml
naturalproductmech:mibig-62a15176ec	AMINO_ACIDS_AND_PEPTIDES	nocathioamide-a	data/natural_products/amino_acids_and_peptides/nocathioamide-a.yaml
naturalproductmech:mibig-62ce01bfdf	POLYKETIDES	candicidin	data/natural_products/polyketides/candicidin.yaml
naturalproductmech:mibig-62eab510d8	ALKALOIDS	loonamycin-c	data/natural_products/alkaloids/loonamycin-c.yaml
naturalproductmech:mibig-634e83d347	AMINO_ACIDS_AND_PEPTIDES	isodomoic-acid-c	data/natural_products/amino_acids_and_peptides/isodomoic-acid-c.yaml
naturalproductmech:mibig-63a0756022	AMINO_ACIDS_AND_PEPTIDES	glidobactin	data/natural_products/amino_acids_and_peptides/glidobactin.yaml
naturalproductmech:mibig-63a202c61e	AMINO_ACIDS_AND_PEPTIDES	syringafactin-b	data/natural_products/amino_acids_and_peptides/syringafactin-b.yaml
naturalproductmech:mibig-63bc921e1a	AMINO_ACIDS_AND_PEPTIDES	livipeptin	data/natural_products/amino_acids_and_peptides/livipeptin.yaml
naturalproductmech:mibig-63bd8ae7bd	UNCLASSIFIED	retimycin-a	data/natural_products/unclassified/retimycin-a.yaml
naturalproductmech:mibig-6423a58d95	AMINO_ACIDS_AND_PEPTIDES	tenuecyclamide-a	data/natural_products/amino_acids_and_peptides/tenuecyclamide-a.yaml
naturalproductmech:mibig-6437746e58	POLYKETIDES	nargenicin-a1	data/natural_products/polyketides/nargenicin-a1.yaml
naturalproductmech:mibig-6438acd5aa	ALKALOIDS	isoflavipucine	data/natural_products/alkaloids/isoflavipucine.yaml
naturalproductmech:mibig-646d7481f6	AMINO_ACIDS_AND_PEPTIDES	microginin-705	data/natural_products/amino_acids_and_peptides/microginin-705.yaml
naturalproductmech:mibig-648e52e864	UNCLASSIFIED	penitrem-d	data/natural_products/unclassified/penitrem-d.yaml
naturalproductmech:mibig-64a8900bf1	POLYKETIDES	sporolide-a	data/natural_products/polyketides/sporolide-a.yaml
naturalproductmech:mibig-64e4f03172	UNCLASSIFIED	maklamicin	data/natural_products/unclassified/maklamicin.yaml
naturalproductmech:mibig-64e6ebd565	POLYKETIDES	lagunapyrone-a	data/natural_products/polyketides/lagunapyrone-a.yaml
naturalproductmech:mibig-64fab66500	UNCLASSIFIED	a201a	data/natural_products/unclassified/a201a.yaml
naturalproductmech:mibig-65382fd66e	ALKALOIDS	chlorizidine-a	data/natural_products/alkaloids/chlorizidine-a.yaml
naturalproductmech:mibig-655b85955e	ALKALOIDS	phenaszentine-c	data/natural_products/alkaloids/phenaszentine-c.yaml
naturalproductmech:mibig-6565673a1b	POLYKETIDES	elloramycin	data/natural_products/polyketides/elloramycin.yaml
naturalproductmech:mibig-65681d57e1	ALKALOIDS	citridone-b	data/natural_products/alkaloids/citridone-b.yaml
naturalproductmech:mibig-656e802c86	ALKALOIDS	hancockiamide-d	data/natural_products/alkaloids/hancockiamide-d.yaml
naturalproductmech:mibig-65b8fc35e7	POLYKETIDES	jbir-77	data/natural_products/polyketides/jbir-77.yaml
naturalproductmech:mibig-65bd0046bd	UNCLASSIFIED	bananamide-3	data/natural_products/unclassified/bananamide-3.yaml
naturalproductmech:mibig-65bd062ecc	POLYKETIDES	fumonisin-c2	data/natural_products/polyketides/fumonisin-c2.yaml
naturalproductmech:mibig-65d1a3fd2e	FATTY_ACIDS	deoxysporothric-acid	data/natural_products/fatty_acids/deoxysporothric-acid.yaml
naturalproductmech:mibig-65d27265cb	ALKALOIDS	tomaymycin	data/natural_products/alkaloids/tomaymycin.yaml
naturalproductmech:mibig-65d55e1251	UNCLASSIFIED	vioprolide-d	data/natural_products/unclassified/vioprolide-d.yaml
naturalproductmech:mibig-65d79b67f2	POLYKETIDES	haliamide	data/natural_products/polyketides/haliamide.yaml
naturalproductmech:mibig-65e26253b6	ALKALOIDS	n-n-dioxide-containing-derivate	data/natural_products/alkaloids/n-n-dioxide-containing-derivate.yaml
naturalproductmech:mibig-65e7e765dd	ALKALOIDS	pyrichalasin-h	data/natural_products/alkaloids/pyrichalasin-h.yaml
naturalproductmech:mibig-65ffea3920	SHIKIMATES_AND_PHENYLPROPANOIDS	neoenterocin-b	data/natural_products/shikimates_and_phenylpropanoids/neoenterocin-b.yaml
naturalproductmech:mibig-66005d18c2	AMINO_ACIDS_AND_PEPTIDES	thiostrepton	data/natural_products/amino_acids_and_peptides/thiostrepton.yaml
naturalproductmech:mibig-660389b84b	FATTY_ACIDS	ciml-a	data/natural_products/fatty_acids/ciml-a.yaml
naturalproductmech:mibig-661b53729c	ALKALOIDS	dihydroxy-dehydro-tilivalline	data/natural_products/alkaloids/dihydroxy-dehydro-tilivalline.yaml
naturalproductmech:mibig-6648129ec3	ALKALOIDS	neolymphostin-b	data/natural_products/alkaloids/neolymphostin-b.yaml
naturalproductmech:mibig-66a1288e8b	POLYKETIDES	1-2-dehydropenicillide	data/natural_products/polyketides/1-2-dehydropenicillide.yaml
naturalproductmech:mibig-66a349ed2d	ALKALOIDS	yersiniabactin-2	data/natural_products/alkaloids/yersiniabactin-2.yaml
naturalproductmech:mibig-66aa5bd7a4	UNCLASSIFIED	ml-449	data/natural_products/unclassified/ml-449.yaml
naturalproductmech:mibig-66c15418cf	AMINO_ACIDS_AND_PEPTIDES	svetamycin-h	data/natural_products/amino_acids_and_peptides/svetamycin-h.yaml
naturalproductmech:mibig-66dcd31f68	POLYKETIDES	dawenol	data/natural_products/polyketides/dawenol.yaml
naturalproductmech:mibig-66ed891ab4	UNCLASSIFIED	ilamycin-c1	data/natural_products/unclassified/ilamycin-c1.yaml
naturalproductmech:mibig-66eed2d46d	FATTY_ACIDS	baa	data/natural_products/fatty_acids/baa.yaml
naturalproductmech:mibig-66f19eeb2c	UNCLASSIFIED	pyreudione-b	data/natural_products/unclassified/pyreudione-b.yaml
naturalproductmech:mibig-66f5266fe7	AMINO_ACIDS_AND_PEPTIDES	microginin-769	data/natural_products/amino_acids_and_peptides/microginin-769.yaml
naturalproductmech:mibig-66fc25e381	AMINO_ACIDS_AND_PEPTIDES	fuscachelin-a	data/natural_products/amino_acids_and_peptides/fuscachelin-a.yaml
naturalproductmech:mibig-66fe38f8e4	AMINO_ACIDS_AND_PEPTIDES	thiomuracin-a	data/natural_products/amino_acids_and_peptides/thiomuracin-a.yaml
naturalproductmech:mibig-6718604645	CARBOHYDRATES	a-500359-b	data/natural_products/carbohydrates/a-500359-b.yaml
naturalproductmech:mibig-6734685bb3	POLYKETIDES	bacillaene	data/natural_products/polyketides/bacillaene.yaml
naturalproductmech:mibig-6749897cf4	ALKALOIDS	tolypyridone-c	data/natural_products/alkaloids/tolypyridone-c.yaml
naturalproductmech:mibig-674cdfe4e0	UNCLASSIFIED	bii-rafflesfungin	data/natural_products/unclassified/bii-rafflesfungin.yaml
naturalproductmech:mibig-6752ae6cca	ALKALOIDS	leporin-b	data/natural_products/alkaloids/leporin-b.yaml
naturalproductmech:mibig-67868173e8	ALKALOIDS	gladiofungin-b	data/natural_products/alkaloids/gladiofungin-b.yaml
naturalproductmech:mibig-6793e9afaa	POLYKETIDES	pestheic-acid	data/natural_products/polyketides/pestheic-acid.yaml
naturalproductmech:mibig-67adf8c8c8	AMINO_ACIDS_AND_PEPTIDES	napsamycin-a	data/natural_products/amino_acids_and_peptides/napsamycin-a.yaml
naturalproductmech:mibig-6875fb47e1	ALKALOIDS	azodyrecin-a	data/natural_products/alkaloids/azodyrecin-a.yaml
naturalproductmech:mibig-6882785ab1	POLYKETIDES	difluostatin-a	data/natural_products/polyketides/difluostatin-a.yaml
naturalproductmech:mibig-6886375de9	POLYKETIDES	merochlorin-c	data/natural_products/polyketides/merochlorin-c.yaml
naturalproductmech:mibig-689f97d555	UNCLASSIFIED	waikikiamide-c	data/natural_products/unclassified/waikikiamide-c.yaml
naturalproductmech:mibig-68b0bc4e7b	TERPENOIDS	tiancilactone-d	data/natural_products/terpenoids/tiancilactone-d.yaml
naturalproductmech:mibig-68f2729cd2	AMINO_ACIDS_AND_PEPTIDES	pacidamycin-6	data/natural_products/amino_acids_and_peptides/pacidamycin-6.yaml
naturalproductmech:mibig-690319db5c	FATTY_ACIDS	fabclavine-polyamine	data/natural_products/fatty_acids/fabclavine-polyamine.yaml
naturalproductmech:mibig-690a460d41	POLYKETIDES	a-74528	data/natural_products/polyketides/a-74528.yaml
naturalproductmech:mibig-69156ec175	ALKALOIDS	bicornutin-a2	data/natural_products/alkaloids/bicornutin-a2.yaml
naturalproductmech:mibig-69304e0d10	AMINO_ACIDS_AND_PEPTIDES	corbomycin	data/natural_products/amino_acids_and_peptides/corbomycin.yaml
naturalproductmech:mibig-6943afad10	AMINO_ACIDS_AND_PEPTIDES	streptamidine	data/natural_products/amino_acids_and_peptides/streptamidine.yaml
naturalproductmech:mibig-694468d1ce	ALKALOIDS	penigequinolone-a	data/natural_products/alkaloids/penigequinolone-a.yaml
naturalproductmech:mibig-695cae6453	ALKALOIDS	ammosester-c	data/natural_products/alkaloids/ammosester-c.yaml
naturalproductmech:mibig-69702086bc	AMINO_ACIDS_AND_PEPTIDES	puwainaphycin-d	data/natural_products/amino_acids_and_peptides/puwainaphycin-d.yaml
naturalproductmech:mibig-6977d4d792	AMINO_ACIDS_AND_PEPTIDES	cephamycin-c	data/natural_products/amino_acids_and_peptides/cephamycin-c.yaml
naturalproductmech:mibig-697eb70f76	TERPENOIDS	methylenomycin-a	data/natural_products/terpenoids/methylenomycin-a.yaml
naturalproductmech:mibig-69d23b03fd	AMINO_ACIDS_AND_PEPTIDES	berninamycin-b	data/natural_products/amino_acids_and_peptides/berninamycin-b.yaml
naturalproductmech:mibig-69d62877b0	AMINO_ACIDS_AND_PEPTIDES	thiovarsolin-b	data/natural_products/amino_acids_and_peptides/thiovarsolin-b.yaml
naturalproductmech:mibig-69d89b774c	FATTY_ACIDS	falcarindiol	data/natural_products/fatty_acids/falcarindiol.yaml
naturalproductmech:mibig-69dbd8eb7e	AMINO_ACIDS_AND_PEPTIDES	landepoxcin-a	data/natural_products/amino_acids_and_peptides/landepoxcin-a.yaml
naturalproductmech:mibig-69e644c0de	CARBOHYDRATES	avilamycin-a	data/natural_products/carbohydrates/avilamycin-a.yaml
naturalproductmech:mibig-6a16688698	POLYKETIDES	10-11-dihydro-8-deoxy-12-13-deepoxy-12-13-dihydrochalcomycin	data/natural_products/polyketides/10-11-dihydro-8-deoxy-12-13-deepoxy-12-13-dihydrochalcomycin.yaml
naturalproductmech:mibig-6a17b24033	AMINO_ACIDS_AND_PEPTIDES	andrimid	data/natural_products/amino_acids_and_peptides/andrimid.yaml
naturalproductmech:mibig-6a225bddbb	ALKALOIDS	paenilamicin-b1	data/natural_products/alkaloids/paenilamicin-b1.yaml
naturalproductmech:mibig-6a3f1200b4	CARBOHYDRATES	capsular-polysaccharide-2	data/natural_products/carbohydrates/capsular-polysaccharide-2.yaml
naturalproductmech:mibig-6a42d04b13	FATTY_ACIDS	legonoxamine-a	data/natural_products/fatty_acids/legonoxamine-a.yaml
naturalproductmech:mibig-6a5848e1b6	AMINO_ACIDS_AND_PEPTIDES	xenortide-b	data/natural_products/amino_acids_and_peptides/xenortide-b.yaml
naturalproductmech:mibig-6a66cb2f42	POLYKETIDES	betaenone-c	data/natural_products/polyketides/betaenone-c.yaml
naturalproductmech:mibig-6a9399d351	AMINO_ACIDS_AND_PEPTIDES	citrulline	data/natural_products/amino_acids_and_peptides/citrulline.yaml
naturalproductmech:mibig-6abb767320	AMINO_ACIDS_AND_PEPTIDES	amphibactin-h	data/natural_products/amino_acids_and_peptides/amphibactin-h.yaml
naturalproductmech:mibig-6aec66f8ae	AMINO_ACIDS_AND_PEPTIDES	pacidamycin-3	data/natural_products/amino_acids_and_peptides/pacidamycin-3.yaml
naturalproductmech:mibig-6af1e8dd8f	UNCLASSIFIED	rakicidin-b-2	data/natural_products/unclassified/rakicidin-b-2.yaml
naturalproductmech:mibig-6af212b9a4	ALKALOIDS	k-252a-2	data/natural_products/alkaloids/k-252a-2.yaml
naturalproductmech:mibig-6af5182744	ALKALOIDS	4-z-annimycin	data/natural_products/alkaloids/4-z-annimycin.yaml
naturalproductmech:mibig-6b177781f6	POLYKETIDES	stambomycin-a	data/natural_products/polyketides/stambomycin-a.yaml
naturalproductmech:mibig-6b37fdb0b8	AMINO_ACIDS_AND_PEPTIDES	paenilarvin-b	data/natural_products/amino_acids_and_peptides/paenilarvin-b.yaml
naturalproductmech:mibig-6b592423b3	UNCLASSIFIED	novofumigatonin	data/natural_products/unclassified/novofumigatonin.yaml
naturalproductmech:mibig-6b7ba4ec24	CARBOHYDRATES	a-90289-a	data/natural_products/carbohydrates/a-90289-a.yaml
naturalproductmech:mibig-6b8d48e084	AMINO_ACIDS_AND_PEPTIDES	pseudovibriamide-a2	data/natural_products/amino_acids_and_peptides/pseudovibriamide-a2.yaml
naturalproductmech:mibig-6b8ffeb841	UNCLASSIFIED	clifednamide-a	data/natural_products/unclassified/clifednamide-a.yaml
naturalproductmech:mibig-6ba2a50f26	UNCLASSIFIED	aflatoxin	data/natural_products/unclassified/aflatoxin.yaml
naturalproductmech:mibig-6bc518541b	POLYKETIDES	undecyltyrazolone	data/natural_products/polyketides/undecyltyrazolone.yaml
naturalproductmech:mibig-6c009f6560	SHIKIMATES_AND_PHENYLPROPANOIDS	butyrolactone-i	data/natural_products/shikimates_and_phenylpropanoids/butyrolactone-i.yaml
naturalproductmech:mibig-6c04914d23	ALKALOIDS	3-2-hydroxy-3-oxo-4-methylpentyl-indole	data/natural_products/alkaloids/3-2-hydroxy-3-oxo-4-methylpentyl-indole.yaml
naturalproductmech:mibig-6c0a49ca65	UNCLASSIFIED	orfamide-a	data/natural_products/unclassified/orfamide-a.yaml
naturalproductmech:mibig-6c1bd93a9d	ALKALOIDS	at2433-a1	data/natural_products/alkaloids/at2433-a1.yaml
naturalproductmech:mibig-6c2ad799cb	POLYKETIDES	unii-yc2q1o94pt	data/natural_products/polyketides/unii-yc2q1o94pt.yaml
naturalproductmech:mibig-6c482532dd	POLYKETIDES	chaxamycin-b	data/natural_products/polyketides/chaxamycin-b.yaml
naturalproductmech:mibig-6c4bbb7775	UNCLASSIFIED	hormaomycin-a4	data/natural_products/unclassified/hormaomycin-a4.yaml
naturalproductmech:mibig-6c52d8f50e	ALKALOIDS	tetrachlorizine	data/natural_products/alkaloids/tetrachlorizine.yaml
naturalproductmech:mibig-6c534d543b	POLYKETIDES	rhizopodin	data/natural_products/polyketides/rhizopodin.yaml
naturalproductmech:mibig-6c54649d10	ALKALOIDS	myxochelin-n	data/natural_products/alkaloids/myxochelin-n.yaml
naturalproductmech:mibig-6c6ba6ca50	POLYKETIDES	ankaflavin	data/natural_products/polyketides/ankaflavin.yaml
naturalproductmech:mibig-6c7f57416d	ALKALOIDS	quinocarcin	data/natural_products/alkaloids/quinocarcin.yaml
naturalproductmech:mibig-6ce779d3a4	POLYKETIDES	cyphomycin	data/natural_products/polyketides/cyphomycin.yaml
naturalproductmech:mibig-6d23951df5	AMINO_ACIDS_AND_PEPTIDES	rhabdopeptide-3	data/natural_products/amino_acids_and_peptides/rhabdopeptide-3.yaml
naturalproductmech:mibig-6d47134ae7	AMINO_ACIDS_AND_PEPTIDES	arsinothricin	data/natural_products/amino_acids_and_peptides/arsinothricin.yaml
naturalproductmech:mibig-6d77987130	POLYKETIDES	hypothemycin	data/natural_products/polyketides/hypothemycin.yaml
naturalproductmech:mibig-6d81621c5d	POLYKETIDES	formicamycin-i	data/natural_products/polyketides/formicamycin-i.yaml
naturalproductmech:mibig-6d9ff88343	POLYKETIDES	pulvomycin-d	data/natural_products/polyketides/pulvomycin-d.yaml
naturalproductmech:mibig-6dac608461	POLYKETIDES	pulvomycin-b	data/natural_products/polyketides/pulvomycin-b.yaml
naturalproductmech:mibig-6dc3684890	UNCLASSIFIED	sirodesmin-pl	data/natural_products/unclassified/sirodesmin-pl.yaml
naturalproductmech:mibig-6dc5287e72	POLYKETIDES	tautomycetin	data/natural_products/polyketides/tautomycetin.yaml
naturalproductmech:mibig-6dc5cd4a56	POLYKETIDES	cmc-thuggacin-a	data/natural_products/polyketides/cmc-thuggacin-a.yaml
naturalproductmech:mibig-6dc8b75919	AMINO_ACIDS_AND_PEPTIDES	obafluorin	data/natural_products/amino_acids_and_peptides/obafluorin.yaml
naturalproductmech:mibig-6e0973d7ec	SHIKIMATES_AND_PHENYLPROPANOIDS	neoenterocin-a	data/natural_products/shikimates_and_phenylpropanoids/neoenterocin-a.yaml
naturalproductmech:mibig-6e96262d73	UNCLASSIFIED	jessenipeptin	data/natural_products/unclassified/jessenipeptin.yaml
naturalproductmech:mibig-6ebec5c5b0	FATTY_ACIDS	fuelimicin-b	data/natural_products/fatty_acids/fuelimicin-b.yaml
naturalproductmech:mibig-6ee4a1a9d4	ALKALOIDS	siphonazole	data/natural_products/alkaloids/siphonazole.yaml
naturalproductmech:mibig-6ef4cba33d	POLYKETIDES	butyrolactol-a	data/natural_products/polyketides/butyrolactol-a.yaml
naturalproductmech:mibig-6ef560faa6	POLYKETIDES	maduropeptin	data/natural_products/polyketides/maduropeptin.yaml
naturalproductmech:mibig-6f48d22ee3	TERPENOIDS	6-isopalmityl-4-o-dihydrofarnesyl-2-methoxyhydroquinone	data/natural_products/terpenoids/6-isopalmityl-4-o-dihydrofarnesyl-2-methoxyhydroquinone.yaml
naturalproductmech:mibig-6f5a0ca9d2	POLYKETIDES	setomimycin	data/natural_products/polyketides/setomimycin.yaml
naturalproductmech:mibig-6f6ba05434	ALKALOIDS	neolymphostin-b-2	data/natural_products/alkaloids/neolymphostin-b-2.yaml
naturalproductmech:mibig-6f76d66387	AMINO_ACIDS_AND_PEPTIDES	actagardine	data/natural_products/amino_acids_and_peptides/actagardine.yaml
naturalproductmech:mibig-6f9b457f65	POLYKETIDES	microansamycin-f	data/natural_products/polyketides/microansamycin-f.yaml
naturalproductmech:mibig-6f9e5ea5f0	POLYKETIDES	nataxazole	data/natural_products/polyketides/nataxazole.yaml
naturalproductmech:mibig-6fbddc2719	AMINO_ACIDS_AND_PEPTIDES	longicatenamide-a	data/natural_products/amino_acids_and_peptides/longicatenamide-a.yaml
naturalproductmech:mibig-6fc5164982	POLYKETIDES	thiomarinol	data/natural_products/polyketides/thiomarinol.yaml
naturalproductmech:mibig-6fef67d3f2	ALKALOIDS	fumiquinazoline-c	data/natural_products/alkaloids/fumiquinazoline-c.yaml
naturalproductmech:mibig-7018304bec	POLYKETIDES	yangpumicin-a	data/natural_products/polyketides/yangpumicin-a.yaml
naturalproductmech:mibig-7025b12525	UNCLASSIFIED	be-43547a1	data/natural_products/unclassified/be-43547a1.yaml
naturalproductmech:mibig-70480c3e2c	AMINO_ACIDS_AND_PEPTIDES	tryptorubin-b	data/natural_products/amino_acids_and_peptides/tryptorubin-b.yaml
naturalproductmech:mibig-706609b57e	AMINO_ACIDS_AND_PEPTIDES	leinamycin	data/natural_products/amino_acids_and_peptides/leinamycin.yaml
naturalproductmech:mibig-707112a6f4	ALKALOIDS	pendolmycin	data/natural_products/alkaloids/pendolmycin.yaml
naturalproductmech:mibig-70917234e5	POLYKETIDES	isofuranonaphthoquinone-f	data/natural_products/polyketides/isofuranonaphthoquinone-f.yaml
naturalproductmech:mibig-70e417de0c	AMINO_ACIDS_AND_PEPTIDES	sulfazecin	data/natural_products/amino_acids_and_peptides/sulfazecin.yaml
naturalproductmech:mibig-70fbc79e0e	AMINO_ACIDS_AND_PEPTIDES	desmethyl-ristocetin-b	data/natural_products/amino_acids_and_peptides/desmethyl-ristocetin-b.yaml
naturalproductmech:mibig-711af3a104	AMINO_ACIDS_AND_PEPTIDES	delftibactin-b	data/natural_products/amino_acids_and_peptides/delftibactin-b.yaml
naturalproductmech:mibig-713fc46c0d	AMINO_ACIDS_AND_PEPTIDES	thiostreptamide-s4	data/natural_products/amino_acids_and_peptides/thiostreptamide-s4.yaml
naturalproductmech:mibig-7163dcc196	POLYKETIDES	colabomycin-e	data/natural_products/polyketides/colabomycin-e.yaml
naturalproductmech:mibig-7163f2db37	TERPENOIDS	lycosantalonol	data/natural_products/terpenoids/lycosantalonol.yaml
