identifier	np_pathway	slug	path
CHEBI:64673	ALKALOIDS	fumigaclavine-c	data/natural_products/alkaloids/fumigaclavine-c.yaml
CHEBI:64695	UNCLASSIFIED	pyripyropene-a	data/natural_products/unclassified/pyripyropene-a.yaml
CHEBI:64704	ALKALOIDS	aspyridone-a	data/natural_products/alkaloids/aspyridone-a.yaml
CHEBI:64705	ALKALOIDS	aspyridone-b	data/natural_products/alkaloids/aspyridone-b.yaml
CHEBI:6472	CARBOHYDRATES	lincomycin	data/natural_products/carbohydrates/lincomycin.yaml
CHEBI:64921	SHIKIMATES_AND_PHENYLPROPANOIDS	3-4-dihydroxy-5-polyprenylbenzoic-acid	data/natural_products/shikimates_and_phenylpropanoids/3-4-dihydroxy-5-polyprenylbenzoic-acid.yaml
CHEBI:64974	SHIKIMATES_AND_PHENYLPROPANOIDS	microperfuranone	data/natural_products/shikimates_and_phenylpropanoids/microperfuranone.yaml
CHEBI:64977	ALKALOIDS	cichorine	data/natural_products/alkaloids/cichorine.yaml
CHEBI:64983	SHIKIMATES_AND_PHENYLPROPANOIDS	alternariol	data/natural_products/shikimates_and_phenylpropanoids/alternariol.yaml
CHEBI:65110	CARBOHYDRATES	butirosin-b	data/natural_products/carbohydrates/butirosin-b.yaml
CHEBI:65112	CARBOHYDRATES	butirosin-a	data/natural_products/carbohydrates/butirosin-a.yaml
CHEBI:65474	POLYKETIDES	be-24566b	data/natural_products/polyketides/be-24566b.yaml
CHEBI:65517	POLYKETIDES	brasiliquinone-b	data/natural_products/polyketides/brasiliquinone-b.yaml
CHEBI:65639	ALKALOIDS	cladoniamide-g	data/natural_products/alkaloids/cladoniamide-g.yaml
CHEBI:6570	TERPENOIDS	lupeol	data/natural_products/terpenoids/lupeol.yaml
CHEBI:65716	UNCLASSIFIED	cystothiazole-a	data/natural_products/unclassified/cystothiazole-a.yaml
CHEBI:65915	FATTY_ACIDS	fr901464	data/natural_products/fatty_acids/fr901464.yaml
CHEBI:65964	ALKALOIDS	gilvusmycin	data/natural_products/alkaloids/gilvusmycin.yaml
CHEBI:66006	POLYKETIDES	harziphilone	data/natural_products/polyketides/harziphilone.yaml
CHEBI:66135	POLYKETIDES	kalimantacin-a	data/natural_products/polyketides/kalimantacin-a.yaml
CHEBI:66336	UNCLASSIFIED	xenovulene-a	data/natural_products/unclassified/xenovulene-a.yaml
CHEBI:66553	UNCLASSIFIED	lactonamycin	data/natural_products/unclassified/lactonamycin.yaml
CHEBI:66676	ALKALOIDS	marineosin-a	data/natural_products/alkaloids/marineosin-a.yaml
CHEBI:66678	ALKALOIDS	marinopyrrole-a	data/natural_products/alkaloids/marinopyrrole-a.yaml
CHEBI:66679	ALKALOIDS	marinopyrrole-b	data/natural_products/alkaloids/marinopyrrole-b.yaml
CHEBI:66687	FATTY_ACIDS	mediomycin-a	data/natural_products/fatty_acids/mediomycin-a.yaml
CHEBI:6701	POLYKETIDES	maytansine	data/natural_products/polyketides/maytansine.yaml
CHEBI:67183	ALKALOIDS	pyochelin-i	data/natural_products/alkaloids/pyochelin-i.yaml
CHEBI:67811	AMINO_ACIDS_AND_PEPTIDES	zorbamycin	data/natural_products/amino_acids_and_peptides/zorbamycin.yaml
CHEBI:68236	TERPENOIDS	platensimycin	data/natural_products/terpenoids/platensimycin.yaml
CHEBI:68241	TERPENOIDS	platencin	data/natural_products/terpenoids/platencin.yaml
CHEBI:68551	AMINO_ACIDS_AND_PEPTIDES	linaclotide	data/natural_products/amino_acids_and_peptides/linaclotide.yaml
CHEBI:68676	CARBOHYDRATES	legionaminic-acid	data/natural_products/carbohydrates/legionaminic-acid.yaml
CHEBI:69231	ALKALOIDS	caerulomycin-a	data/natural_products/alkaloids/caerulomycin-a.yaml
CHEBI:6925	AMINO_ACIDS_AND_PEPTIDES	microcystin-lr	data/natural_products/amino_acids_and_peptides/microcystin-lr.yaml
CHEBI:7025	POLYKETIDES	mupirocin	data/natural_products/polyketides/mupirocin.yaml
CHEBI:70399	ALKALOIDS	meleagrine	data/natural_products/alkaloids/meleagrine.yaml
CHEBI:7061	ALKALOIDS	myxochelin-b	data/natural_products/alkaloids/myxochelin-b.yaml
CHEBI:70816	TERPENOIDS	pentalenolactone	data/natural_products/terpenoids/pentalenolactone.yaml
CHEBI:70976	AMINO_ACIDS_AND_PEPTIDES	em-n-em-acetyltryptophan	data/natural_products/amino_acids_and_peptides/em-n-em-acetyltryptophan.yaml
CHEBI:71599	UNCLASSIFIED	pulcherriminic-acid	data/natural_products/unclassified/pulcherriminic-acid.yaml
CHEBI:71609	UNCLASSIFIED	albonoursin	data/natural_products/unclassified/albonoursin.yaml
CHEBI:71961	CARBOHYDRATES	lividomycin-a	data/natural_products/carbohydrates/lividomycin-a.yaml
CHEBI:72590	UNCLASSIFIED	rhizoxin-a	data/natural_products/unclassified/rhizoxin-a.yaml
CHEBI:73167	POLYKETIDES	concanamycin-a	data/natural_products/polyketides/concanamycin-a.yaml
CHEBI:73237	ALKALOIDS	noscapine	data/natural_products/alkaloids/noscapine.yaml
CHEBI:73546	ALKALOIDS	grixazone-a	data/natural_products/alkaloids/grixazone-a.yaml
CHEBI:73877	UNCLASSIFIED	astechrome	data/natural_products/unclassified/astechrome.yaml
CHEBI:73878	ALKALOIDS	hexadehydroastechrome	data/natural_products/alkaloids/hexadehydroastechrome.yaml
CHEBI:74221	ALKALOIDS	aspernidine-a	data/natural_products/alkaloids/aspernidine-a.yaml
CHEBI:74235	ALKALOIDS	isoindolin-1-one	data/natural_products/alkaloids/isoindolin-1-one.yaml
CHEBI:7488	POLYKETIDES	natamycin	data/natural_products/polyketides/natamycin.yaml
CHEBI:74926	POLYKETIDES	patulin	data/natural_products/polyketides/patulin.yaml
CHEBI:7508	CARBOHYDRATES	framycetin	data/natural_products/carbohydrates/framycetin.yaml
CHEBI:75276	UNCLASSIFIED	ikarugamycin	data/natural_products/unclassified/ikarugamycin.yaml
CHEBI:7569	POLYKETIDES	nigericin	data/natural_products/polyketides/nigericin.yaml
CHEBI:75926	ALKALOIDS	2-4-quinolinediol	data/natural_products/alkaloids/2-4-quinolinediol.yaml
CHEBI:7719	SHIKIMATES_AND_PHENYLPROPANOIDS	ochratoxin-a	data/natural_products/shikimates_and_phenylpropanoids/ochratoxin-a.yaml
CHEBI:77692	POLYKETIDES	peloruside-a	data/natural_products/polyketides/peloruside-a.yaml
CHEBI:77742	FATTY_ACIDS	bongkrekic-acid	data/natural_products/fatty_acids/bongkrekic-acid.yaml
CHEBI:77772	ALKALOIDS	ilicicolin-h	data/natural_products/alkaloids/ilicicolin-h.yaml
CHEBI:77879	POLYKETIDES	elaiophylin	data/natural_products/polyketides/elaiophylin.yaml
CHEBI:78156	POLYKETIDES	mucidin	data/natural_products/polyketides/mucidin.yaml
CHEBI:78591	POLYKETIDES	pederin	data/natural_products/polyketides/pederin.yaml
CHEBI:78688	POLYKETIDES	2-4-diacetylphloroglucinol	data/natural_products/polyketides/2-4-diacetylphloroglucinol.yaml
CHEBI:79296	ALKALOIDS	indigoidine	data/natural_products/alkaloids/indigoidine.yaml
CHEBI:79391	ALKALOIDS	chuangxinmycin	data/natural_products/alkaloids/chuangxinmycin.yaml
CHEBI:80049	AMINO_ACIDS_AND_PEPTIDES	coelichelin	data/natural_products/amino_acids_and_peptides/coelichelin.yaml
CHEBI:80729	ALKALOIDS	toxoflavin	data/natural_products/alkaloids/toxoflavin.yaml
CHEBI:82621	POLYKETIDES	monascin	data/natural_products/polyketides/monascin.yaml
CHEBI:82758	ALKALOIDS	prodigiosin	data/natural_products/alkaloids/prodigiosin.yaml
CHEBI:82799	TERPENOIDS	r-nephthenol	data/natural_products/terpenoids/r-nephthenol.yaml
CHEBI:83206	AMINO_ACIDS_AND_PEPTIDES	albomycin-delta1	data/natural_products/amino_acids_and_peptides/albomycin-delta1.yaml
CHEBI:83267	POLYKETIDES	filipin-iii	data/natural_products/polyketides/filipin-iii.yaml
CHEBI:8349	POLYKETIDES	pradimicin-a	data/natural_products/polyketides/pradimicin-a.yaml
CHEBI:84037	POLYKETIDES	ravidomycin	data/natural_products/polyketides/ravidomycin.yaml
CHEBI:84050	ALKALOIDS	et-743	data/natural_products/alkaloids/et-743.yaml
CHEBI:84168	POLYKETIDES	4-hydroxy-6-pentadecylpyran-2-one	data/natural_products/polyketides/4-hydroxy-6-pentadecylpyran-2-one.yaml
CHEBI:84171	POLYKETIDES	4-hydroxy-6-2-oxoheptadecyl-pyran-2-one	data/natural_products/polyketides/4-hydroxy-6-2-oxoheptadecyl-pyran-2-one.yaml
CHEBI:84360	CARBOHYDRATES	cetoniacytone-a	data/natural_products/carbohydrates/cetoniacytone-a.yaml
CHEBI:84366	ALKALOIDS	caldoniamide-a	data/natural_products/alkaloids/caldoniamide-a.yaml
CHEBI:84367	ALKALOIDS	cladoniamide-b	data/natural_products/alkaloids/cladoniamide-b.yaml
CHEBI:84368	ALKALOIDS	cladoniamide-c	data/natural_products/alkaloids/cladoniamide-c.yaml
CHEBI:84369	ALKALOIDS	cladoniamide-d	data/natural_products/alkaloids/cladoniamide-d.yaml
CHEBI:84370	ALKALOIDS	cladoniamide-e	data/natural_products/alkaloids/cladoniamide-e.yaml
CHEBI:84371	ALKALOIDS	cladoniamide-f	data/natural_products/alkaloids/cladoniamide-f.yaml
CHEBI:84582	ALKALOIDS	schizokinen	data/natural_products/alkaloids/schizokinen.yaml
CHEBI:84585	AMINO_ACIDS_AND_PEPTIDES	vibrioferrin	data/natural_products/amino_acids_and_peptides/vibrioferrin.yaml
CHEBI:84711	UNCLASSIFIED	staphyloferrin-a	data/natural_products/unclassified/staphyloferrin-a.yaml
CHEBI:85129	AMINO_ACIDS_AND_PEPTIDES	ristocetin-a	data/natural_products/amino_acids_and_peptides/ristocetin-a.yaml
CHEBI:85251	AMINO_ACIDS_AND_PEPTIDES	teicoplanin-a2-2	data/natural_products/amino_acids_and_peptides/teicoplanin-a2-2.yaml
CHEBI:85616	UNCLASSIFIED	viridicatumtoxin	data/natural_products/unclassified/viridicatumtoxin.yaml
CHEBI:85997	CARBOHYDRATES	sangivamycin	data/natural_products/carbohydrates/sangivamycin.yaml
CHEBI:86012	CARBOHYDRATES	oxetanocin-a	data/natural_products/carbohydrates/oxetanocin-a.yaml
CHEBI:8614	ALKALOIDS	psilocybin	data/natural_products/alkaloids/psilocybin.yaml
CHEBI:8653	ALKALOIDS	pyocyanine	data/natural_products/alkaloids/pyocyanine.yaml
CHEBI:87084	POLYKETIDES	rosamicin	data/natural_products/polyketides/rosamicin.yaml
CHEBI:87399	UNCLASSIFIED	uk-63598	data/natural_products/unclassified/uk-63598.yaml
CHEBI:88049	ALKALOIDS	7-em-epi-em-cylindrospermopsin	data/natural_products/alkaloids/7-em-epi-em-cylindrospermopsin.yaml
CHEBI:90284	UNCLASSIFIED	pirazofurin	data/natural_products/unclassified/pirazofurin.yaml
CHEBI:90888	ALKALOIDS	aurachin-c	data/natural_products/alkaloids/aurachin-c.yaml
CHEBI:90924	ALKALOIDS	aurachin-a	data/natural_products/alkaloids/aurachin-a.yaml
CHEBI:90941	CARBOHYDRATES	sibiromycin	data/natural_products/carbohydrates/sibiromycin.yaml
CHEBI:9168	POLYKETIDES	rapamycin	data/natural_products/polyketides/rapamycin.yaml
CHEBI:9169	CARBOHYDRATES	sisomicin	data/natural_products/carbohydrates/sisomicin.yaml
CHEBI:9200	POLYKETIDES	soraphen-a	data/natural_products/polyketides/soraphen-a.yaml
CHEBI:9215	CARBOHYDRATES	spectinomycin	data/natural_products/carbohydrates/spectinomycin.yaml
CHEBI:92181	POLYKETIDES	lasalocid	data/natural_products/polyketides/lasalocid.yaml
CHEBI:9232	POLYKETIDES	spinosyn-d	data/natural_products/polyketides/spinosyn-d.yaml
CHEBI:9243	UNCLASSIFIED	sporidesmin-a	data/natural_products/unclassified/sporidesmin-a.yaml
CHEBI:9287	ALKALOIDS	streptonigrin	data/natural_products/alkaloids/streptonigrin.yaml
CHEBI:9367	ALKALOIDS	swainsonine	data/natural_products/alkaloids/swainsonine.yaml
CHEBI:9381	TERPENOIDS	t-2-toxin	data/natural_products/terpenoids/t-2-toxin.yaml
CHEBI:9470	POLYKETIDES	tetracenomycin-c	data/natural_products/polyketides/tetracenomycin-c.yaml
CHEBI:9519	ALKALOIDS	thebaine	data/natural_products/alkaloids/thebaine.yaml
CHEBI:9543	ALKALOIDS	thienodolin	data/natural_products/alkaloids/thienodolin.yaml
CHEBI:9555	ALKALOIDS	thioguanine	data/natural_products/alkaloids/thioguanine.yaml
CHEBI:9973	ALKALOIDS	vibriobactin	data/natural_products/alkaloids/vibriobactin.yaml
naturalproductmech:mibig-00109dc6f8	POLYKETIDES	versipelostatin	data/natural_products/polyketides/versipelostatin.yaml
naturalproductmech:mibig-0018095d97	ALKALOIDS	closthioamide	data/natural_products/alkaloids/closthioamide.yaml
naturalproductmech:mibig-0037b4bc65	ALKALOIDS	rotihibin-a	data/natural_products/alkaloids/rotihibin-a.yaml
naturalproductmech:mibig-00426b0212	ALKALOIDS	porothramycin-a	data/natural_products/alkaloids/porothramycin-a.yaml
naturalproductmech:mibig-005498ea51	SHIKIMATES_AND_PHENYLPROPANOIDS	pentabromopseudilin	data/natural_products/shikimates_and_phenylpropanoids/pentabromopseudilin.yaml
naturalproductmech:mibig-00586a7acf	AMINO_ACIDS_AND_PEPTIDES	pacidamycin-2	data/natural_products/amino_acids_and_peptides/pacidamycin-2.yaml
naturalproductmech:mibig-0072dccd44	POLYKETIDES	bartoloside-e	data/natural_products/polyketides/bartoloside-e.yaml
naturalproductmech:mibig-007406ddf9	SHIKIMATES_AND_PHENYLPROPANOIDS	compound-8	data/natural_products/shikimates_and_phenylpropanoids/compound-8.yaml
naturalproductmech:mibig-0075dfbf0a	POLYKETIDES	macbecin	data/natural_products/polyketides/macbecin.yaml
naturalproductmech:mibig-009525b616	POLYKETIDES	ciml-d	data/natural_products/polyketides/ciml-d.yaml
naturalproductmech:mibig-00a364fe41	UNCLASSIFIED	mycosporine-glycine	data/natural_products/unclassified/mycosporine-glycine.yaml
naturalproductmech:mibig-00bcc9b9a7	POLYKETIDES	be-43767	data/natural_products/polyketides/be-43767.yaml
naturalproductmech:mibig-00dc13eb78	ALKALOIDS	imizoquin-c	data/natural_products/alkaloids/imizoquin-c.yaml
naturalproductmech:mibig-00e11b712c	AMINO_ACIDS_AND_PEPTIDES	avaroferrin	data/natural_products/amino_acids_and_peptides/avaroferrin.yaml
naturalproductmech:mibig-0118f04440	ALKALOIDS	loline	data/natural_products/alkaloids/loline.yaml
naturalproductmech:mibig-0122983292	AMINO_ACIDS_AND_PEPTIDES	epidermin	data/natural_products/amino_acids_and_peptides/epidermin.yaml
naturalproductmech:mibig-015ef4abcf	ALKALOIDS	psychrophilin-f	data/natural_products/alkaloids/psychrophilin-f.yaml
naturalproductmech:mibig-0163c915a0	FATTY_ACIDS	dioic-acid-moiety	data/natural_products/fatty_acids/dioic-acid-moiety.yaml
naturalproductmech:mibig-01731d46ec	AMINO_ACIDS_AND_PEPTIDES	feglymycin	data/natural_products/amino_acids_and_peptides/feglymycin.yaml
naturalproductmech:mibig-01862fe881	ALKALOIDS	limazepine-e	data/natural_products/alkaloids/limazepine-e.yaml
naturalproductmech:mibig-01c95beb36	CARBOHYDRATES	arginomycin	data/natural_products/carbohydrates/arginomycin.yaml
naturalproductmech:mibig-01f380e306	POLYKETIDES	tartrolon-g	data/natural_products/polyketides/tartrolon-g.yaml
naturalproductmech:mibig-02045ec850	AMINO_ACIDS_AND_PEPTIDES	tubulysin-a	data/natural_products/amino_acids_and_peptides/tubulysin-a.yaml
naturalproductmech:mibig-0229cb5e95	AMINO_ACIDS_AND_PEPTIDES	prenylagaramide-b	data/natural_products/amino_acids_and_peptides/prenylagaramide-b.yaml
naturalproductmech:mibig-0245ed9503	UNCLASSIFIED	fr-900098	data/natural_products/unclassified/fr-900098.yaml
naturalproductmech:mibig-0266645c57	POLYKETIDES	cervinomycin-c2	data/natural_products/polyketides/cervinomycin-c2.yaml
naturalproductmech:mibig-026b84f2dc	TERPENOIDS	acorenol	data/natural_products/terpenoids/acorenol.yaml
naturalproductmech:mibig-026c0fba10	SHIKIMATES_AND_PHENYLPROPANOIDS	cacibiocin-b	data/natural_products/shikimates_and_phenylpropanoids/cacibiocin-b.yaml
naturalproductmech:mibig-027ccc2a70	UNCLASSIFIED	nostopeptolide-a2	data/natural_products/unclassified/nostopeptolide-a2.yaml
naturalproductmech:mibig-02928ccd01	FATTY_ACIDS	salinipostin-e	data/natural_products/fatty_acids/salinipostin-e.yaml
naturalproductmech:mibig-029836bf63	UNCLASSIFIED	heronamide-b	data/natural_products/unclassified/heronamide-b.yaml
naturalproductmech:mibig-02c10e7eaf	AMINO_ACIDS_AND_PEPTIDES	cyanochelin-a	data/natural_products/amino_acids_and_peptides/cyanochelin-a.yaml
naturalproductmech:mibig-02c505563a	POLYKETIDES	cryptosporioptide-a	data/natural_products/polyketides/cryptosporioptide-a.yaml
naturalproductmech:mibig-02d70de917	UNCLASSIFIED	vicenistatin	data/natural_products/unclassified/vicenistatin.yaml
naturalproductmech:mibig-02e3a91d63	POLYKETIDES	monactin	data/natural_products/polyketides/monactin.yaml
naturalproductmech:mibig-02e96b1efa	POLYKETIDES	aldgamycin-p	data/natural_products/polyketides/aldgamycin-p.yaml
naturalproductmech:mibig-02f0c67532	UNCLASSIFIED	fulvuthiacene-a	data/natural_products/unclassified/fulvuthiacene-a.yaml
naturalproductmech:mibig-02fd0657f5	AMINO_ACIDS_AND_PEPTIDES	potashchelin-c	data/natural_products/amino_acids_and_peptides/potashchelin-c.yaml
naturalproductmech:mibig-031f252e22	POLYKETIDES	allocyclinone-d	data/natural_products/polyketides/allocyclinone-d.yaml
naturalproductmech:mibig-032cbe9b62	UNCLASSIFIED	paenibacterin	data/natural_products/unclassified/paenibacterin.yaml
naturalproductmech:mibig-035d26a4a6	UNCLASSIFIED	dithioclapurine	data/natural_products/unclassified/dithioclapurine.yaml
naturalproductmech:mibig-0369167f94	ALKALOIDS	psychrophilin-c	data/natural_products/alkaloids/psychrophilin-c.yaml
naturalproductmech:mibig-03758e4173	POLYKETIDES	decumbenone-b	data/natural_products/polyketides/decumbenone-b.yaml
naturalproductmech:mibig-038ee07fcc	UNCLASSIFIED	nannocystin-a	data/natural_products/unclassified/nannocystin-a.yaml
naturalproductmech:mibig-03d3b55995	AMINO_ACIDS_AND_PEPTIDES	vatiamide-e	data/natural_products/amino_acids_and_peptides/vatiamide-e.yaml
naturalproductmech:mibig-03db3f2962	ALKALOIDS	ammosester-b	data/natural_products/alkaloids/ammosester-b.yaml
naturalproductmech:mibig-03df1f25c3	ALKALOIDS	stieleriacine-a2	data/natural_products/alkaloids/stieleriacine-a2.yaml
naturalproductmech:mibig-03f1e441c0	TERPENOIDS	yanuthone-d	data/natural_products/terpenoids/yanuthone-d.yaml
naturalproductmech:mibig-041f0f3d58	ALKALOIDS	pyrrolomycin-b	data/natural_products/alkaloids/pyrrolomycin-b.yaml
naturalproductmech:mibig-042c7eea46	CARBOHYDRATES	apramycin	data/natural_products/carbohydrates/apramycin.yaml
naturalproductmech:mibig-04593f87e6	UNCLASSIFIED	teixobactin	data/natural_products/unclassified/teixobactin.yaml
naturalproductmech:mibig-046d545469	AMINO_ACIDS_AND_PEPTIDES	nukacin-isk-1	data/natural_products/amino_acids_and_peptides/nukacin-isk-1.yaml
naturalproductmech:mibig-047ef95f51	POLYKETIDES	pamamycin-649b	data/natural_products/polyketides/pamamycin-649b.yaml
naturalproductmech:mibig-04b988ae44	UNCLASSIFIED	pyrrocidine-b	data/natural_products/unclassified/pyrrocidine-b.yaml
naturalproductmech:mibig-04c341bc33	TERPENOIDS	cyslabdan-c	data/natural_products/terpenoids/cyslabdan-c.yaml
naturalproductmech:mibig-04dcc8b38a	POLYKETIDES	pentangumycin	data/natural_products/polyketides/pentangumycin.yaml
naturalproductmech:mibig-04fef71b28	AMINO_ACIDS_AND_PEPTIDES	gamexpeptide-c	data/natural_products/amino_acids_and_peptides/gamexpeptide-c.yaml
naturalproductmech:mibig-053a1aaa01	AMINO_ACIDS_AND_PEPTIDES	pacidamycin-4	data/natural_products/amino_acids_and_peptides/pacidamycin-4.yaml
naturalproductmech:mibig-05420ecdad	ALKALOIDS	serratiochelin-c	data/natural_products/alkaloids/serratiochelin-c.yaml
naturalproductmech:mibig-05a2069b99	UNCLASSIFIED	bombyxamycin-a	data/natural_products/unclassified/bombyxamycin-a.yaml
naturalproductmech:mibig-05afd936c8	POLYKETIDES	kendomycin	data/natural_products/polyketides/kendomycin.yaml
naturalproductmech:mibig-05ca4bd7f0	POLYKETIDES	aldgamycin-k	data/natural_products/polyketides/aldgamycin-k.yaml
naturalproductmech:mibig-05d3a7c303	POLYKETIDES	loseolamycin-a1	data/natural_products/polyketides/loseolamycin-a1.yaml
naturalproductmech:mibig-05db09f148	UNCLASSIFIED	paraherquonin	data/natural_products/unclassified/paraherquonin.yaml
naturalproductmech:mibig-05fc614dae	CARBOHYDRATES	liposidomycin-l	data/natural_products/carbohydrates/liposidomycin-l.yaml
naturalproductmech:mibig-060446dd91	UNCLASSIFIED	keanumycin-a	data/natural_products/unclassified/keanumycin-a.yaml
naturalproductmech:mibig-0611282d49	UNCLASSIFIED	dkxanthene-574	data/natural_products/unclassified/dkxanthene-574.yaml
naturalproductmech:mibig-06138dcab3	POLYKETIDES	phorbactazole-a	data/natural_products/polyketides/phorbactazole-a.yaml
naturalproductmech:mibig-06204b676b	UNCLASSIFIED	aflatoxin-g1	data/natural_products/unclassified/aflatoxin-g1.yaml
naturalproductmech:mibig-0643813b18	POLYKETIDES	isofuranonaphthoquinone-b	data/natural_products/polyketides/isofuranonaphthoquinone-b.yaml
naturalproductmech:mibig-0658bf8e16	POLYKETIDES	leupyrrin-d	data/natural_products/polyketides/leupyrrin-d.yaml
naturalproductmech:mibig-06642c99fb	UNCLASSIFIED	hassallidin-d	data/natural_products/unclassified/hassallidin-d.yaml
naturalproductmech:mibig-066fb5437f	ALKALOIDS	closoxazole-b	data/natural_products/alkaloids/closoxazole-b.yaml
naturalproductmech:mibig-06827ebbfc	UNCLASSIFIED	vioprolide-a	data/natural_products/unclassified/vioprolide-a.yaml
naturalproductmech:mibig-06927b7e16	UNCLASSIFIED	asterrelenin	data/natural_products/unclassified/asterrelenin.yaml
naturalproductmech:mibig-06d4f6759f	AMINO_ACIDS_AND_PEPTIDES	microginin-755	data/natural_products/amino_acids_and_peptides/microginin-755.yaml
naturalproductmech:mibig-06e8749233	CARBOHYDRATES	oligosaccharide-3-glcnac-1-4-glcnac-1-4-glcnac-1-4-1-6-anhydro-glcnac	data/natural_products/carbohydrates/oligosaccharide-3-glcnac-1-4-glcnac-1-4-glcnac-1-4-1-6-anhydro-glcnac.yaml
naturalproductmech:mibig-06ee60b602	POLYKETIDES	calicheamicin	data/natural_products/polyketides/calicheamicin.yaml
naturalproductmech:mibig-07177025c6	UNCLASSIFIED	colletorin-b	data/natural_products/unclassified/colletorin-b.yaml
naturalproductmech:mibig-07356c7a34	POLYKETIDES	jomthonic-acid-b	data/natural_products/polyketides/jomthonic-acid-b.yaml
naturalproductmech:mibig-073eed8f4b	AMINO_ACIDS_AND_PEPTIDES	kocurin	data/natural_products/amino_acids_and_peptides/kocurin.yaml
